#Dates of nodes that didn't have a specified date are inferred from the root-to-tip regression.
name, date, root-to-tip distance, clock-deviation
EPI2711139|A/Mallard/Ohio/USDA-009207-003/2022|H5N1|PB1|2.3.4.4b||wild-bird|Ohio|2022-03-08, 2022.182191780822, 0.075605, 0.000990
EPI2710012|A/Backyard_bird/Maine/USDA-008540-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Maine|2022-03-22, 2022.2205479452055, 0.075168, 0.000427
EPI2074530|A/turkey/Minnesota/22-010123-004-original/2022|H5N1|PB1|2.3.4.4b|A1|poultry|Minnesota|2022-04-04, 2022.2561643835616, 0.074740, -0.000119
EPI2711061|A/Hooded_Merganser/Missouri/USDA-007184-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Missouri|2022-02-28, 2022.1602739726027, 0.074304, -0.000238
EPI2704396|A/Ross_s_Goose/Iowa/USDA-008378-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Iowa|2022-03-15, 2022.2013698630137, 0.074736, 0.000058
EPI2709319|A/American_Wigeon/North_Carolina/USDA-001330-031/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Carolina|2022-01-08, 2022.0205479452054, 0.074304, 0.000225
EPI2712619|A/goose/New_Hampshire/USDA-006203-002/2022|H5N1|PB1|2.3.4.4b|A1|poultry|New_Hampshire|2022-02-22, 2022.1438356164383, 0.075183, 0.000696
EPI2712885|A/goose/Nebraska/USDA-007179-001/2022|H5N1|PB1|2.3.4.4b|A1|poultry|Nebraska|2022-03-07, 2022.1794520547944, 0.073875, -0.000730
EPI2704746|A/Wood_Duck/North_Carolina/USDA-003829-001/2022|H5N1|PB1|2.3.4.4b|A1|wild-bird|North_Carolina|2022-01-29, 2022.0780821917808, 0.074304, 0.000034
EPI2712498|A/Gadwall/North_Carolina/USDA-001672-002/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Carolina|2022-01-08, 2022.0205479452054, 0.074304, 0.000225
EPI2705362|A/goose/Missouri/USDA-012338-006/2022|H5N1|PB1|2.3.4.4b|A1|poultry|Missouri|2022-03-15, 2022.2013698630137, 0.075212, 0.000534
EPI1985972|A/turkey/Indiana/22-003707-003/2022|H5N1|PB1|2.3.4.4b|A1|poultry|Indiana|2022-02-07, 2022.1027397260275, 0.073875, -0.000476
EPI2702796|A/turkey/Indiana/USDA-005328-001/2022|H5N1|PB1|2.3.4.4b||poultry|Indiana|2022-02-18, 2022.1328767123289, 0.073875, -0.000576
EPI2712254|A/Blue-winged_Teal/Florida/USDA-002578-009/2022|H5N1|PB1|2.3.4.4b||wild-bird|Florida|2022-01-22, 2022.058904109589, 0.073875, -0.000331
EPI2709256|A/American_Wigeon/North_Carolina/USDA-001672-005/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Carolina|2022-01-08, 2022.0205479452054, 0.073875, -0.000204
EPI2713087|A/Gadwall/Virginia/USDA-003923-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Virginia|2022-01-29, 2022.0780821917808, 0.074309, 0.000039
EPI2708351|A/Bald_Eagle/Florida/USDA-007915-002/2022|H5N1|PB1|2.3.4.4b||wild-bird|Florida|2022-02-28, 2022.1602739726027, 0.074304, -0.000238
EPI2712597|A/Green-winged_Teal/North_Carolina/USDA-004007-005/2022|H5N1|PB1|2.3.4.4b|A1|wild-bird|North_Carolina|2022-01-31, 2022.0835616438355, 0.074743, 0.000455
EPI2131381|A/Vulpes_vulpes/New_York/099488/2022|H5N1|PB1|2.3.4.4b||mammal|New_York|2022-04-04, 2022.2561643835616, 0.074304, -0.000556
EPI2259117|A/fox/New_York/22-015064-001-original/2022|H5N1|PB1|2.3.4.4b||mammal|New_York|2022-04-27, 2022.3191780821917, 0.074304, -0.000764
EPI2713103|A/Gadwall/South_Carolina/USDA-001743-008/2022|H5N1|PB1|2.3.4.4b||wild-bird|South_Carolina|2022-01-06, 2022.0150684931507, 0.074304, 0.000243
EPI2067105|A/turkey/North_Carolina/22-009983-008-original/2022|H5N1|PB1|2.3.4.4b||poultry|North_Carolina|2022-03-31, 2022.2452054794521, 0.076933, 0.002110
EPI2013939|A/turkey/Missouri/22-006944-002-original/2022|H5N1|PB1|2.3.4.4b|A1|poultry|Missouri|2022-03-07, 2022.1794520547944, 0.075606, 0.001000
EPI2703428|A/Snow_Goose/South_Dakota/USDA-009478-020/2022|H5N1|PB1|2.3.4.4b|A1|wild-bird|South_Dakota|2022-03-18, 2022.2095890410958, 0.075175, 0.000470
EPI2710896|A/Mallard/Kentucky/USDA-005153-004/2022|H5N1|PB1|2.3.4.4b||wild-bird|Kentucky|2022-02-07, 2022.1027397260275, 0.074739, 0.000387
EPI2705952|A/chicken/Nebraska/USDA-010905-001/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Nebraska|2022-04-11, 2022.2753424657535, 0.076468, 0.001546
EPI2703204|A/Snowy_Owl/New_York/USDA-008969-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|New_York|2022-03-22, 2022.2205479452055, 0.074735, -0.000007
EPI2704861|A/chicken/Delaware/USDA-006945-004/2022|H5N1|PB1|2.3.4.4b|A1|poultry|Delaware|2022-03-07, 2022.1794520547944, 0.074304, -0.000302
EPI2710075|A/Backyard_bird/Massachusetts/USDA-009371-001/2022|H5N1|PB1|2.3.4.4b|A1|wild-bird|Massachusetts|2022-03-25, 2022.2287671232878, 0.076475, 0.001706
EPI2708177|A/Bald_Eagle/Iowa/USDA-010129-001/2022|H5N1|PB1|2.3.4.4b|A1|wild-bird|Iowa|2022-04-04, 2022.2561643835616, 0.076042, 0.001183
EPI2311557|A/snowy_owl/MA/22MM00463/2022|H5N1|PB1|2.3.4.4b||wild-bird|MA|2022-03-20, 2022.2150684931507, 0.076041, 0.001318
EPI2710866|A/Mallard/New_Hampshire/USDA-003417-032/2022|H5N1|PB1|2.3.4.4b||wild-bird|New_Hampshire|2022-01-26, 2022.0698630136985, 0.077341, 0.003098
EPI2710699|A/Mallard/New_Hampshire/USDA-003417-054/2022|H5N1|PB1|2.3.4.4b||wild-bird|New_Hampshire|2022-01-26, 2022.0698630136985, 0.076042, 0.001799
EPI2712644|A/Green-winged_Teal/North_Carolina/USDA-003830-004/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Carolina|2022-01-29, 2022.0780821917808, 0.074304, 0.000034
EPI2176468|A/snow_goose/Kansas/W22-199A/2022|H5N1|PB1|2.3.4.4b||wild-bird|Kansas|2022-03-14, 2022.1986301369864, 0.074734, 0.000066
EPI2703863|A/Snow_Goose/Kansas/USDA-008980-003/2022|H5N1|PB1|2.3.4.4b||wild-bird|Kansas|2022-03-12, 2022.1931506849314, 0.074734, 0.000084
EPI2017197|A/chicken/Nebraska/22-009006-001-original/2022|H5N1|PB1|2.3.4.4b|A1|poultry|Nebraska|2022-03-23, 2022.2232876712328, 0.075167, 0.000417
EPI2703485|A/Snow_Goose/Kansas/USDA-007919-003/2022|H5N1|PB1|2.3.4.4b|A1|wild-bird|Kansas|2022-03-04, 2022.1712328767123, 0.075163, 0.000585
EPI2702969|A/Snow_Goose/Missouri/USDA-006805-001/2022|H5N1|PB1|2.3.4.4b|A1|wild-bird|Missouri|2022-02-23, 2022.1465753424657, 0.074733, 0.000236
EPI2710161|A/American_White_Pelican/Missouri/USDA-006970-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Missouri|2022-02-28, 2022.1602739726027, 0.074304, -0.000238
EPI2258997|A/chicken/Washington/22-014744-001-original/2022|H5N1|PB1|2.3.4.4b|B4.1|poultry|Washington|2022-05-10, 2022.354794520548, 0.074735, -0.000451
EPI2263424|A/chicken/Oregon/22-034833-001-original/2022|H5N1|PB1|2.3.4.4b|B4.1|poultry|Oregon|2022-10-28, 2022.823287671233, 0.077350, 0.000614
EPI2614068|A/snowy_egret/California/23-009161-004-original/2023|H5N1|PB1|2.3.4.4b|B4.1|wild-bird|California|2023-03-16, 2023.204109589041, 0.078280, 0.000284
EPI2704212|A/Ross_s_Goose/South_Dakota/USDA-008384-004/2022|H5N1|PB1|2.3.4.4b||wild-bird|South_Dakota|2022-03-16, 2022.204109589041, 0.074304, -0.000383
EPI2709201|A/American_Pelican/Montana/USDA-012936-005/2022|H5N1|PB1|2.3.4.4b||wild-bird|Montana|2022-04-24, 2022.3109589041096, 0.075163, 0.000123
EPI2258949|A/duck/Minnesota/22-014663-004-original/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Minnesota|2022-05-10, 2022.354794520548, 0.075598, 0.000412
EPI2298227|A/Canada_goose/California/246038/2022|H5N1|PB1|2.3.4.4b|B4.1|wild-bird|California|2022-07-05, 2022.5082191780823, 0.075161, -0.000533
EPI2263392|A/chicken/Oregon/22-030743-001-original/2022|H5N1|PB1|2.3.4.4b|B4.1|poultry|Oregon|2022-09-28, 2022.7410958904109, 0.076037, -0.000427
EPI2067313|A/turkey/Minnesota/22-009997-001-original/2022|H5N1|PB1|2.3.4.4b|A1|poultry|Minnesota|2022-04-02, 2022.2506849315068, 0.075592, 0.000751
EPI2704171|A/Ross_s_Goose/Missouri/USDA-012338-012/2022|H5N1|PB1|2.3.4.4b|B5.1|wild-bird|Missouri|2022-03-01, 2022.16301369863, 0.076025, 0.001474
EPI2016917|A/turkey/South_Dakota/22-008239-001-original/2022|H5N1|PB1|2.3.4.4b||poultry|South_Dakota|2022-03-17, 2022.2068493150684, 0.074732, 0.000036
EPI2702581|A/Snow_Goose/North_Dakota/USDA-009399-003/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-03-29, 2022.2397260273972, 0.075161, 0.000356
EPI2705221|A/Ross_s_Goose/North_Dakota/USDA-010036-002/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-03-25, 2022.2287671232878, 0.075161, 0.000392
EPI2710191|A/Backyard_bird/Wisconsin/USDA-009934-002/2022|H5N1|PB1|2.3.4.4b|A1|wild-bird|Wisconsin|2022-03-31, 2022.2452054794521, 0.075597, 0.000774
EPI2188329|A/bald_eagle/North_Carolina/W22-140/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Carolina|2022-02-22, 2022.1438356164383, 0.075596, 0.001108
EPI2176414|A/snow_goose/Kansas/W22-199D/2022|H5N1|PB1|2.3.4.4b||wild-bird|Kansas|2022-03-12, 2022.1931506849314, 0.074732, 0.000082
EPI2703173|A/Snow_Goose/South_Dakota/USDA-008383-004/2022|H5N1|PB1|2.3.4.4b||wild-bird|South_Dakota|2022-03-16, 2022.204109589041, 0.075593, 0.000906
EPI2263929|A/chicken/Iowa/22-033362-001-original/2022|H5N1|PB1|2.3.4.4b|B3.1|poultry|Iowa|2022-10-19, 2022.7986301369863, 0.076462, -0.000193
EPI2709656|A/American_Crow/Minnesota/USDA-012668-016/2022|H5N1|PB1|2.3.4.4b|B3.1|wild-bird|Minnesota|2022-04-25, 2022.313698630137, 0.075592, 0.000543
EPI2259077|A/goose/Idaho/22-014944-001-original/2022|H5N1|PB1|2.3.4.4b||poultry|Idaho|2022-05-11, 2022.3575342465754, 0.076037, 0.000843
EPI2709651|A/Backyard_bird/Nebraska/USDA-009190-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Nebraska|2022-03-24, 2022.2260273972602, 0.075165, 0.000406
EPI2712571|A/Great_Horned_Owl/North_Dakota/USDA-011571-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-04-11, 2022.2753424657535, 0.075601, 0.000678
EPI2709336|A/American_Crow/North_Dakota/USDA-010665-001/2022|H5N1|PB1|2.3.4.4b|B3.1|wild-bird|North_Dakota|2022-04-01, 2022.2479452054795, 0.075592, 0.000760
EPI2246158|A/chicken/North_Dakota/22-012538-002-original/2022|H5N1|PB1|2.3.4.4b|B3.1|poultry|North_Dakota|2022-04-25, 2022.313698630137, 0.074732, -0.000317
EPI2298219|A/eared_grebe/North_Dakota/245625/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-06-16, 2022.4561643835616, 0.074732, -0.000789
EPI2074578|A/turkey/Minnesota/22-010126-002-original/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-04-04, 2022.2561643835616, 0.076476, 0.001617
EPI2182109|A/red_fox/North_Dakota/22-017354-001-original/2022|H5N1|PB1|2.3.4.4b||mammal|North_Dakota|2022-06-03, 2022.4205479452055, 0.076026, 0.000622
EPI2702784|A/Snow_Goose/North_Dakota/USDA-011033-003/2022|H5N1|PB1|2.3.4.4b|B3.1|wild-bird|North_Dakota|2022-04-05, 2022.2589041095891, 0.076455, 0.001587
EPI2702701|A/Snow_Goose/North_Dakota/USDA-009481-006/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-03-23, 2022.2232876712328, 0.076025, 0.001275
EPI2712120|A/Great_Horned_Owl/Minnesota/USDA-012931-007/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-22, 2022.305479452055, 0.075161, 0.000139
EPI2067432|A/turkey/Minnesota/22-010092-002-original/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-04-03, 2022.2534246575342, 0.075161, 0.000311
EPI2246110|A/duck/Wisconsin/22-012376-002-original/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Wisconsin|2022-04-21, 2022.3027397260273, 0.075161, 0.000148
EPI2704383|A/Red-tailed_Hawk/Iowa/USDA-011298-001/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|Iowa|2022-04-13, 2022.2808219178082, 0.076025, 0.001085
EPI2712403|A/goose/South_Dakota/USDA-008571-002/2022|H5N1|PB1|2.3.4.4b||poultry|South_Dakota|2022-03-14, 2022.1986301369864, 0.075161, 0.000492
EPI2702956|A/Snow_Goose/Missouri/USDA-011404-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Missouri|2022-03-08, 2022.182191780822, 0.075600, 0.000986
EPI2074538|A/turkey/Minnesota/22-010124-001-original/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-04-04, 2022.2561643835616, 0.075611, 0.000752
EPI2712350|A/Great_Horned_Owl/Minnesota/USDA-012414-001/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-13, 2022.2808219178082, 0.075592, 0.000651
EPI2702761|A/Snow_Goose/North_Dakota/USDA-010663-006/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-04-01, 2022.2479452054795, 0.075161, 0.000329
EPI2702629|A/Snow_Goose/North_Dakota/USDA-009399-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-03-29, 2022.2397260273972, 0.075592, 0.000787
EPI2704810|A/Snow_Goose/Colorado/USDA-008935-006/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|Colorado|2022-03-18, 2022.2095890410958, 0.075161, 0.000456
EPI2705593|A/Wood_Duck/Minnesota/USDA-012670-001/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-19, 2022.2972602739726, 0.075592, 0.000597
EPI2035103|A/turkey/Minnesota/22-009314-001-original/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-03-28, 2022.2369863013698, 0.075163, 0.000368
EPI2179706|A/chicken/Minnesota/22-010994-002-original/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Minnesota|2022-04-10, 2022.272602739726, 0.076025, 0.001111
EPI2074890|A/turkey/South_Dakota/22-010346-001-original/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|South_Dakota|2022-04-04, 2022.2561643835616, 0.076471, 0.001611
EPI2711446|A/Hawk/North_Dakota/USDA-012638-001/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-09, 2022.2698630136986, 0.075161, 0.000256
EPI2705065|A/Ross_s_Goose/North_Dakota/USDA-010663-020/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-01, 2022.2479452054795, 0.075606, 0.000774
EPI2711219|A/Herring_Gull/Wisconsin/USDA-012771-002/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|Wisconsin|2022-04-20, 2022.3, 0.076046, 0.001042
EPI2702819|A/Snow_Goose/North_Dakota/USDA-011578-008/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-04-10, 2022.272602739726, 0.075597, 0.000683
EPI2703018|A/turkey_Vulture/North_Dakota/USDA-013149-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-04-25, 2022.313698630137, 0.075161, 0.000111
EPI2702310|A/Snow_Goose/North_Dakota/USDA-009481-010/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-03-23, 2022.2232876712328, 0.075593, 0.000842
EPI2712096|A/Great_Horned_Owl/Minnesota/USDA-013128-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-04-27, 2022.3191780821917, 0.074732, -0.000335
EPI2711793|A/goose/South_Dakota/USDA-008382-001/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|South_Dakota|2022-03-16, 2022.204109589041, 0.075161, 0.000474
EPI2179730|A/pheasant/South_Dakota/22-011098-001-original/2022|H5N1|PB1|2.3.4.4b||wild-bird|South_Dakota|2022-04-12, 2022.2780821917809, 0.075592, 0.000660
EPI2179274|A/turkey/Minnesota/22-010654-001-original/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-04-04, 2022.2561643835616, 0.077337, 0.002478
EPI2709131|A/American_Crow/North_Dakota/USDA-013140-003/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-04-21, 2022.3027397260273, 0.075592, 0.000578
EPI2705140|A/Wood_Duck/Minnesota/USDA-012022-002/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-14, 2022.2835616438356, 0.075600, 0.000650
EPI2179634|A/turkey/Wisconsin/22-010935-002-original/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Wisconsin|2022-04-10, 2022.272602739726, 0.075161, 0.000248
EPI2713039|A/Great_Horned_Owl/Minnesota/USDA-011871-012/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-04-15, 2022.286301369863, 0.075593, 0.000634
EPI2711029|A/Lesser_Snow_Goose_White/Iowa/USDA-007679-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Iowa|2022-03-14, 2022.1986301369864, 0.075165, 0.000496
EPI2074642|A/turkey/South_Dakota/22-010137-002-original/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|South_Dakota|2022-04-04, 2022.2561643835616, 0.075600, 0.000741
EPI2702883|A/Snow_Goose/South_Dakota/USDA-009478-009/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|South_Dakota|2022-03-18, 2022.2095890410958, 0.076026, 0.001321
EPI2702520|A/Snow_Goose/North_Dakota/USDA-011033-005/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-05, 2022.2589041095891, 0.075161, 0.000293
EPI2246718|A/turkey/South_Dakota/22-013454-001-original/2022|H5N1|PB1|2.3.4.4b||poultry|South_Dakota|2022-04-30, 2022.327397260274, 0.074732, -0.000363
EPI2702222|A/Snow_Goose/North_Dakota/USDA-009483-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-03-22, 2022.2205479452055, 0.074732, -0.000009
EPI2712813|A/goose/Missouri/USDA-012338-014/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Missouri|2022-03-01, 2022.16301369863, 0.074732, 0.000181
EPI2710812|A/Lesser_Snow_Goose_White/Iowa/USDA-007679-003/2022|H5N1|PB1|2.3.4.4b||wild-bird|Iowa|2022-03-14, 2022.1986301369864, 0.074732, 0.000064
EPI2703688|A/Red-tailed_Hawk/Kansas/USDA-008980-002/2022|H5N1|PB1|2.3.4.4b||wild-bird|Kansas|2022-03-14, 2022.1986301369864, 0.074732, 0.000064
EPI2259173|A/chicken/North_Dakota/22-015199-002-original/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|North_Dakota|2022-05-15, 2022.368493150685, 0.074732, -0.000499
EPI2702406|A/Snow_Goose/North_Dakota/USDA-011035-005/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-04, 2022.2561643835616, 0.074732, -0.000127
EPI2711826|A/goose/South_Dakota/USDA-007946-003/2022|H5N1|PB1|2.3.4.4b||poultry|South_Dakota|2022-03-09, 2022.1849315068494, 0.074732, 0.000109
EPI2704323|A/Ross_s_Goose/Minnesota/USDA-011226-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-04-05, 2022.2589041095891, 0.074732, -0.000136
EPI2712837|A/goose/Missouri/USDA-012338-010/2022|H5N1|PB1|2.3.4.4b||poultry|Missouri|2022-03-18, 2022.2095890410958, 0.076021, 0.001316
EPI2712861|A/goose/Missouri/USDA-012338-008/2022|H5N1|PB1|2.3.4.4b||poultry|Missouri|2022-03-18, 2022.2095890410958, 0.075161, 0.000456
EPI2711089|A/Hooded_Merganser/Minnesota/USDA-012024-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-04-12, 2022.2780821917809, 0.076021, 0.001089
EPI2703739|A/Red-tailed_Hawk/Minnesota/USDA-012668-006/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-04-25, 2022.313698630137, 0.075589, 0.000540
EPI2179714|A/turkey/Minnesota/22-010995-001-original/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-04-09, 2022.2698630136986, 0.076035, 0.001131
EPI2243670|A/turkey/Minnesota/22-011794-001-original/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-04-16, 2022.2890410958903, 0.076899, 0.001931
EPI2179330|A/turkey/Minnesota/22-010771-001-original/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-04-06, 2022.2616438356165, 0.075591, 0.000713
EPI2706428|A/turkey/Minnesota/USDA-010771-005/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Minnesota|2022-04-06, 2022.2616438356165, 0.075591, 0.000713
EPI2029348|A/turkey/Minnesota/22-009182-003-original/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-03-25, 2022.2287671232878, 0.075161, 0.000392
EPI2706414|A/turkey/Minnesota/USDA-009182-004/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-03-25, 2022.2287671232878, 0.075161, 0.000392
EPI2712852|A/Great_Horned_Owl/Minnesota/USDA-011871-006/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-04-15, 2022.286301369863, 0.076021, 0.001062
EPI2506882|A/blue-winged_teal/Minnesota/AV22-690/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-09-01, 2022.6671232876713, 0.078645, 0.002426
EPI2260548|A/chicken/Iowa/22-035154-002-original/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Iowa|2022-11-01, 2022.8342465753424, 0.079515, 0.002743
EPI2243409|A/chicken/Idaho/22-011347-002-original/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Idaho|2022-04-14, 2022.2835616438356, 0.076461, 0.001511
EPI2711864|A/goose/Wyoming/USDA-011671-001/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Wyoming|2022-04-13, 2022.2808219178082, 0.075589, 0.000649
EPI2711911|A/goose/Wyoming/USDA-010373-001/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Wyoming|2022-03-31, 2022.2452054794521, 0.076453, 0.001630
EPI2705657|A/Vulture/Montana/USDA-012936-010/2022|H5N1|PB1|2.3.4.4b||wild-bird|Montana|2022-04-24, 2022.3109589041096, 0.076020, 0.000979
EPI2708188|A/Bald_Eagle/Minnesota/USDA-012668-010/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-25, 2022.313698630137, 0.075589, 0.000540
EPI2712780|A/Great_Horned_Owl/Minnesota/USDA-011871-011/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-04-15, 2022.286301369863, 0.075592, 0.000633
EPI2053911|A/fox/Minnesota/22-014660-002-original/2022|H5N1|PB1|2.3.4.4b|B2.1|mammal|Minnesota|2022-05-10, 2022.354794520548, 0.076889, 0.001703
EPI2707455|A/Bald_Eagle/Minnesota/USDA-011229-001/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-06, 2022.2616438356165, 0.075590, 0.000712
