#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
EPI2709025|A/Bald_Eagle/South_Carolina/USDA-009803-001/2022|H5N1|NS|2.3.4.4b||wild-bird|South_Carolina|2022-03-17	2022-03-17	2022.206849	2022.206849	2022.206849
EPI2473746|A/red_fox/Michigan/22-021733-005-original/2022|H5N1|NS|2.3.4.4b||mammal|Michigan|2022-07-06	2022-07-06	2022.510959	2022.510959	2022.510959
NODE_0000023	2021-09-17	2021.712324	2021.349872	2022.313699
EPI2506872|A/black_vulture/South_Carolina/W22-1080A/2022|H5N1|NS|2.3.4.4b|B1.1|wild-bird|South_Carolina|2022-11-02	2022-11-02	2022.836986	2022.836986	2022.836986
NODE_0000070	2021-11-12	2021.863528	2021.464665	2022.313699
EPI2689433|A/black_vulture/Georgia/CEIRR-569/2022|H5N1|NS|2.3.4.4b||wild-bird|Georgia|2022-08-12	2022-08-12	2022.612329	2022.612329	2022.612329
NODE_0000071	2021-12-26	2021.984943	2021.664379	2022.313699
82.6/94	2022-08-22	2022.639726	2022.275344	2022.639726
EPI2507015|A/eagle/Virginia/W22-101/2023|H5N1|NS|2.3.4.4b|B1.1|wild-bird|Virginia|2023-01-03	2023-01-03	2023.006849	2023.006849	2023.006849
EPI2456467|A/black_vulture/Virginia/W22-662C/2022|H5N1|NS|2.3.4.4b|B1.1|wild-bird|Virginia|2022-08-22	2022-08-22	2022.639726	2022.639726	2022.639726
NODE_0000073	2022-02-05	2022.097924	2021.843727	2022.313699
85.2/92	2022-08-22	2022.639726	2022.316333	2022.639726
EPI2497182|A/vulture/Tennessee/W22-1149/2022|H5N1|NS|2.3.4.4b||wild-bird|Tennessee|2022-12-05	2022-12-05	2022.927397	2022.927397	2022.927397
EPI2456421|A/black_vulture/Georgia/W22-619A/2022|H5N1|NS|2.3.4.4b||wild-bird|Georgia|2022-08-22	2022-08-22	2022.639726	2022.639726	2022.639726
NODE_0000075	2022-03-19	2022.211149	2021.982161	2022.313699
EPI2456444|A/black_vulture/South_Carolina/W22-623/2022|H5N1|NS|2.3.4.4b||wild-bird|South_Carolina|2022-08-22	2022-08-22	2022.639726	2022.639726	2022.639726
NODE_0000076	2022-04-25	2022.313699	2022.144078	2022.313699
EPI2456405|A/black_vulture/South_Carolina/W22-689B/2022|H5N1|NS|2.3.4.4b||wild-bird|South_Carolina|2022-08-25	2022-08-25	2022.647945	2022.647945	2022.647945
EPI2454980|A/Vulpes_vulpes/USA/088592/2022|H5N1|NS|2.3.4.4b||mammal|USA|2022-04-25	2022-04-25	2022.313699	2022.313699	2022.313699
92.7/88	2021-08-24	2021.645613	2021.340329	2022.127397
EPI2311569|A/northern_gannet/MA/22WI00050/2022|H5N1|NS|2.3.4.4b||wild-bird|MA|2022-05-10	2022-05-10	2022.354795	2022.354795	2022.354795
EPI2310148|A/american_crow/Massachusetts/22-016611-007-original/2022|H5N1|NS|2.3.4.4b|A2|wild-bird|Massachusetts|2022-03-21	2022-03-21	2022.217808	2022.217808	2022.217808
80.5/68	2022-02-11	2022.113370	2021.763653	2022.424233
EPI2310244|A/herring_gull/Maine/22-022526-016-original/2022|H5N1|NS|2.3.4.4b||wild-bird|Maine|2022-07-08	2022-07-08	2022.516438	2022.516438	2022.516438
EPI2311433|A/common_eider/MA/22MM00772/2022|H5N1|NS|2.3.4.4b||wild-bird|MA|2022-06-19	2022-06-19	2022.464384	2022.464384	2022.464384
93.4/82	2022-06-14	2022.450685	2022.122544	2022.450685
EPI2310284|A/common_tern/Maine/22-025070-002-original/2022|H5N1|NS|2.3.4.4b||wild-bird|Maine|2022-07-20	2022-07-20	2022.549315	2022.549315	2022.549315
EPI2311457|A/common_tern/ME/COTE_20220614_1/2022|H5N1|NS|2.3.4.4b|A2|wild-bird|ME|2022-06-14	2022-06-14	2022.450685	2022.450685	2022.450685
NODE_0000114	2021-10-29	2021.826911	2021.420768	2022.127397
EPI2709627|A/American_Black_Duck/Connecticut/USDA-005313-006/2022|H5N1|NS|2.3.4.4b||wild-bird|Connecticut|2022-02-16	2022-02-16	2022.127397	2022.127397	2022.127397
NODE_0000080	2021-12-15	2021.954678	2021.641886	2022.157534
EPI2310056|A/american_crow/Massachusetts/22-006976-004-original/2022|H5N1|NS|2.3.4.4b||wild-bird|Massachusetts|2022-02-27	2022-02-27	2022.157534	2022.157534	2022.157534
NODE_0000081	2022-01-18	2022.047078	2021.816813	2022.165753
EPI2703942|A/Sanderling/Massachusetts/USDA-007696-003/2022|H5N1|NS|2.3.4.4b||wild-bird|Massachusetts|2022-03-02	2022-03-02	2022.165753	2022.165753	2022.165753
NODE_0000082	2022-02-13	2022.118601	2021.955480	2022.168493
EPI2311393|A/sanderling/MA/22HP00192/2022|H5N1|NS|2.3.4.4b|A2|wild-bird|MA|2022-03-03	2022-03-03	2022.168493	2022.168493	2022.168493
NODE_0000083	2022-03-06	2022.176712	2022.058254	2022.176712
EPI2704532|A/Sanderling/Massachusetts/USDA-007696-008/2022|H5N1|NS|2.3.4.4b|A2|wild-bird|Massachusetts|2022-03-06	2022-03-06	2022.176712	2022.176712	2022.176712
EPI2311529|A/american_crow/MA/22HP00160/2022|H5N1|NS|2.3.4.4b|A2|wild-bird|MA|2022-03-22	2022-03-22	2022.220548	2022.220548	2022.220548
83.1/75	2021-05-03	2021.335743	2021.027190	2022.172018
EPI2613600|A/great_horned_owl/New_York/23-005127-001-original/2023|H5N1|NS|2.3.4.4b||wild-bird|New_York|2023-02-10	2023-02-10	2023.110959	2023.110959	2023.110959
NODE_0000122	2021-08-07	2021.597905	2021.242697	2022.148314
EPI2705353|A/Wood_Duck/Michigan/USDA-009361-015/2022|H5N1|NS|2.3.4.4b||wild-bird|Michigan|2022-03-23	2022-03-23	2022.223288	2022.223288	2022.223288
NODE_0000123	2021-10-22	2021.807113	2021.478605	2022.146320
EPI2709924|A/Backyard_bird/New_York/USDA-010321-003/2022|H5N1|NS|2.3.4.4b|B1.2|wild-bird|New_York|2022-04-04	2022-04-04	2022.256164	2022.256164	2022.256164
NODE_0000085	2021-12-26	2021.984566	2021.629572	2022.206849
EPI2703305|A/Snowy_Owl/Michigan/USDA-008506-002/2022|H5N1|NS|2.3.4.4b|B1.2|wild-bird|Michigan|2022-03-17	2022-03-17	2022.206849	2022.206849	2022.206849
NODE_0000086	2022-02-08	2022.104736	2021.860329	2022.206849
EPI2703335|A/Snowy_Owl/Michigan/USDA-008506-001/2022|H5N1|NS|2.3.4.4b||wild-bird|Michigan|2022-03-17	2022-03-17	2022.206849	2022.206849	2022.206849
NODE_0000087	2022-03-16	2022.205347	2022.011293	2022.220548
EPI2709669|A/Backyard_bird/Michigan/USDA-008890-006/2022|H5N1|NS|2.3.4.4b||wild-bird|Michigan|2022-03-22	2022-03-22	2022.220548	2022.220548	2022.220548
NODE_0000088	2022-04-14	2022.283562	2022.130430	2022.283562
EPI2707940|A/Bald_Eagle/Michigan/USDA-012056-001/2022|H5N1|NS|2.3.4.4b||wild-bird|Michigan|2022-04-14	2022-04-14	2022.283562	2022.283562	2022.283562
EPI2182057|A/fox/Michigan/22-014536-004-original/2022|H5N1|NS|2.3.4.4b|B1.2|mammal|Michigan|2022-04-22	2022-04-22	2022.305479	2022.305479	2022.305479
89.5/91	2021-12-01	2021.915647	2021.572613	2022.509682
EPI2263428|A/turkey/Minnesota/22-034849-001-original/2022|H5N1|NS|2.3.4.4b||poultry|Minnesota|2022-10-30	2022-10-30	2022.828767	2022.828767	2022.828767
EPI2606601|A/chicken/Ohio/OH22-26275-3/2022|H5N1|NS|2.3.4.4b||poultry|Ohio|2022-11-03	2022-11-03	2022.839726	2022.839726	2022.839726
EPI2613696|A/peregrine_falcon/New_York/23-005700-001-original/2023|H5N1|NS|2.3.4.4b||wild-bird|New_York|2023-02-13	2023-02-13	2023.119178	2023.119178	2023.119178
NODE_0000059	2022-02-23	2022.145854	2021.751962	2022.709314
92.3/74	2022-11-03	2022.839726	2022.468681	2022.839726
EPI2263564|A/chicken/Iowa/22-035700-001-original/2022|H5N1|NS|2.3.4.4b|B1.3|poultry|Iowa|2022-11-03	2022-11-03	2022.839726	2022.839726	2022.839726
EPI2263572|A/domestic_duck/Iowa/22-035700-002-original/2022|H5N1|NS|2.3.4.4b||poultry|Iowa|2022-11-03	2022-11-03	2022.839726	2022.839726	2022.839726
NODE_0000061	2022-05-11	2022.358618	2022.027213	2022.749238
EPI2260744|A/chicken/Florida/22-036965-001-original/2022|H5N1|NS|2.3.4.4b|B1.3|poultry|Florida|2022-11-16	2022-11-16	2022.875342	2022.875342	2022.875342
NODE_0000091	2022-07-17	2022.540730	2022.245982	2022.763014
EPI2613536|A/brown_pelican/Florida/23-004148-001-original/2023|H5N1|NS|2.3.4.4b||wild-bird|Florida|2023-02-01	2023-02-01	2023.086301	2023.086301	2023.086301
NODE_0000092	2022-09-13	2022.699851	2022.448885	2022.763014
EPI2264245|A/chicken/Florida/22-031859-001-original/2022|H5N1|NS|2.3.4.4b||poultry|Florida|2022-10-06	2022-10-06	2022.763014	2022.763014	2022.763014
NODE_0000093	2022-10-21	2022.804110	2022.617145	2022.804110
EPI2263853|A/chicken/Florida/22-035222-003-original/2022|H5N1|NS|2.3.4.4b|B1.3|poultry|Florida|2022-11-01	2022-11-01	2022.834247	2022.834247	2022.834247
EPI2263772|A/African_goose/New_Jersey/22-033679-001-original/2022|H5N1|NS|2.3.4.4b||wild-bird|New_Jersey|2022-10-21	2022-10-21	2022.804110	2022.804110	2022.804110
NODE_0000137	2021-02-08	2021.106108	2020.591101	2021.890787
EPI2704747|A/Wood_Duck/North_Carolina/USDA-003829-001/2022|H5N1|NS|2.3.4.4b|A1|wild-bird|North_Carolina|2022-01-29	2022-01-29	2022.078082	2022.078082	2022.078082
NODE_0000139	2021-03-12	2021.193268	2020.757133	2021.890338
90.2/64	2022-01-26	2022.069863	2021.770700	2022.069863
EPI2311553|A/snowy_owl/MA/22MM00463/2022|H5N1|NS|2.3.4.4b||wild-bird|MA|2022-03-20	2022-03-20	2022.215068	2022.215068	2022.215068
EPI2710872|A/Mallard/New_Hampshire/USDA-003417-032/2022|H5N1|NS|2.3.4.4b||wild-bird|New_Hampshire|2022-01-26	2022-01-26	2022.069863	2022.069863	2022.069863
EPI2710701|A/Mallard/New_Hampshire/USDA-003417-054/2022|H5N1|NS|2.3.4.4b||wild-bird|New_Hampshire|2022-01-26	2022-01-26	2022.069863	2022.069863	2022.069863
NODE_0000141	2021-04-10	2021.272893	2020.893906	2021.905793
EPI2704508|A/Red-shouldered_Hawk/North_Carolina/USDA-006530-001/2022|H5N1|NS|2.3.4.4b||wild-bird|North_Carolina|2022-02-01	2022-02-01	2022.086301	2022.086301	2022.086301
NODE_0000142	2021-05-06	2021.342799	2020.975434	2021.966326
EPI2712622|A/goose/New_Hampshire/USDA-006203-002/2022|H5N1|NS|2.3.4.4b|A1|poultry|New_Hampshire|2022-02-22	2022-02-22	2022.143836	2022.143836	2022.143836
NODE_0000143	2021-05-29	2021.407365	2021.085750	2021.969921
EPI2708353|A/Bald_Eagle/Florida/USDA-007915-002/2022|H5N1|NS|2.3.4.4b||wild-bird|Florida|2022-02-28	2022-02-28	2022.160274	2022.160274	2022.160274
NODE_0000144	2021-06-19	2021.464386	2021.181516	2021.981061
82.9/65	2022-03-01	2022.163014	2021.791706	2022.163014
EPI2711138|A/Hooded_Merganser/Florida/USDA-007915-003/2022|H5N1|NS|2.3.4.4b||wild-bird|Florida|2022-03-01	2022-03-01	2022.163014	2022.163014	2022.163014
EPI2188335|A/hooded_merganser/Florida/W22-154/2022|H5N1|NS|2.3.4.4b||wild-bird|Florida|2022-03-01	2022-03-01	2022.163014	2022.163014	2022.163014
NODE_0000148	2021-07-09	2021.519523	2021.272647	2021.995227
EPI2704593|A/Ring-necked_Duck/Missouri/USDA-012338-025/2022|H5N1|NS|2.3.4.4b|B1.1|wild-bird|Missouri|2022-03-11	2022-03-11	2022.190411	2022.190411	2022.190411
NODE_0000149	2021-07-28	2021.570394	2021.353156	2021.996817
75/82	2022-03-07	2022.179452	2021.841457	2022.179452
EPI2708564|A/Black_Vulture/Florida/USDA-007869-001/2022|H5N1|NS|2.3.4.4b||wild-bird|Florida|2022-03-09	2022-03-09	2022.184932	2022.184932	2022.184932
EPI2708436|A/Black_Vulture/Florida/USDA-007915-010/2022|H5N1|NS|2.3.4.4b||wild-bird|Florida|2022-03-07	2022-03-07	2022.179452	2022.179452	2022.179452
NODE_0000151	2021-08-14	2021.619068	2021.420670	2022.015068
EPI2709004|A/Black_Vulture/Florida/USDA-009054-001/2022|H5N1|NS|2.3.4.4b|B1.1|wild-bird|Florida|2022-03-18	2022-03-18	2022.209589	2022.209589	2022.209589
NODE_0000156	2021-09-01	2021.665766	2021.487232	2022.015068
EPI2703208|A/Snowy_Owl/New_York/USDA-008969-001/2022|H5N1|NS|2.3.4.4b||wild-bird|New_York|2022-03-22	2022-03-22	2022.220548	2022.220548	2022.220548
NODE_0000157	2021-09-17	2021.709849	2021.543500	2022.015068
EPI2710015|A/Backyard_bird/Maine/USDA-008540-001/2022|H5N1|NS|2.3.4.4b||wild-bird|Maine|2022-03-22	2022-03-22	2022.220548	2022.220548	2022.220548
NODE_0000163	2021-10-02	2021.751691	2021.589842	2022.015068
EPI2710078|A/Backyard_bird/Massachusetts/USDA-009371-001/2022|H5N1|NS|2.3.4.4b|A1|wild-bird|Massachusetts|2022-03-25	2022-03-25	2022.228767	2022.228767	2022.228767
NODE_0000164	2021-10-17	2021.792785	2021.635440	2022.015068
EPI2711117|A/Lesser_Scaup/Florida/USDA-010679-001/2022|H5N1|NS|2.3.4.4b|B1.2|wild-bird|Florida|2022-04-04	2022-04-04	2022.256164	2022.256164	2022.256164
NODE_0000165	2021-10-31	2021.832811	2021.690218	2022.015068
EPI2246610|A/chicken/Wisconsin/22-013373-002-original/2022|H5N1|NS|2.3.4.4b||poultry|Wisconsin|2022-04-30	2022-04-30	2022.327397	2022.327397	2022.327397
NODE_0000094	2021-11-14	2021.871114	2021.679655	2022.015068
EPI2713105|A/Gadwall/South_Carolina/USDA-001743-008/2022|H5N1|NS|2.3.4.4b||wild-bird|South_Carolina|2022-01-06	2022-01-06	2022.015068	2022.015068	2022.015068
NODE_0000095	2021-11-27	2021.906604	2021.743565	2022.020548
EPI2712502|A/Gadwall/North_Carolina/USDA-001672-002/2022|H5N1|NS|2.3.4.4b||wild-bird|North_Carolina|2022-01-08	2022-01-08	2022.020548	2022.020548	2022.020548
NODE_0000096	2021-12-10	2021.940227	2021.802346	2022.020548
EPI2709322|A/American_Wigeon/North_Carolina/USDA-001330-031/2022|H5N1|NS|2.3.4.4b||wild-bird|North_Carolina|2022-01-08	2022-01-08	2022.020548	2022.020548	2022.020548
NODE_0000097	2021-12-22	2021.972979	2021.856593	2022.020548
EPI2709259|A/American_Wigeon/North_Carolina/USDA-001672-005/2022|H5N1|NS|2.3.4.4b||wild-bird|North_Carolina|2022-01-08	2022-01-08	2022.020548	2022.020548	2022.020548
NODE_0000098	2022-01-01	2022.000700	2021.876627	2022.058904
EPI2712257|A/Blue-winged_Teal/Florida/USDA-002578-009/2022|H5N1|NS|2.3.4.4b||wild-bird|Florida|2022-01-22	2022-01-22	2022.058904	2022.058904	2022.058904
NODE_0000099	2022-01-08	2022.020186	2021.907188	2022.078082
EPI2712647|A/Green-winged_Teal/North_Carolina/USDA-003830-004/2022|H5N1|NS|2.3.4.4b||wild-bird|North_Carolina|2022-01-29	2022-01-29	2022.078082	2022.078082	2022.078082
NODE_0000100	2022-01-15	2022.040216	2021.947353	2022.083562
EPI2712599|A/Green-winged_Teal/North_Carolina/USDA-004007-005/2022|H5N1|NS|2.3.4.4b|A1|wild-bird|North_Carolina|2022-01-31	2022-01-31	2022.083562	2022.083562	2022.083562
NODE_0000101	2022-01-24	2022.063142	2021.963385	2022.116438
EPI2181743|A/bald_eagle/Florida/W22-134-OP/2022|H5N1|NS|2.3.4.4b|B1.1|wild-bird|Florida|2022-02-12	2022-02-12	2022.116438	2022.116438	2022.116438
NODE_0000102	2022-01-30	2022.082100	2021.969385	2022.160274
EPI2710166|A/American_White_Pelican/Missouri/USDA-006970-001/2022|H5N1|NS|2.3.4.4b||wild-bird|Missouri|2022-02-28	2022-02-28	2022.160274	2022.160274	2022.160274
NODE_0000103	2022-02-06	2022.099352	2021.996560	2022.179452
EPI2704862|A/chicken/Delaware/USDA-006945-004/2022|H5N1|NS|2.3.4.4b|A1|poultry|Delaware|2022-03-07	2022-03-07	2022.179452	2022.179452	2022.179452
NODE_0000104	2022-02-14	2022.121546	2022.034231	2022.179452
EPI2707682|A/Bald_Eagle/Ohio/USDA-007697-001/2022|H5N1|NS|2.3.4.4b||wild-bird|Ohio|2022-03-07	2022-03-07	2022.179452	2022.179452	2022.179452
NODE_0000105	2022-02-22	2022.142468	2022.071221	2022.179452
EPI2013935|A/turkey/Missouri/22-006944-002-original/2022|H5N1|NS|2.3.4.4b|A1|poultry|Missouri|2022-03-07	2022-03-07	2022.179452	2022.179452	2022.179452
NODE_0000106	2022-03-02	2022.164759	2022.087932	2022.204110
EPI2704214|A/Ross_s_Goose/South_Dakota/USDA-008384-004/2022|H5N1|NS|2.3.4.4b||wild-bird|South_Dakota|2022-03-16	2022-03-16	2022.204110	2022.204110	2022.204110
NODE_0000107	2022-03-07	2022.180086	2022.117776	2022.209589
EPI2703431|A/Snow_Goose/South_Dakota/USDA-009478-020/2022|H5N1|NS|2.3.4.4b|A1|wild-bird|South_Dakota|2022-03-18	2022-03-18	2022.209589	2022.209589	2022.209589
NODE_0000108	2022-03-14	2022.198129	2022.117748	2022.256164
EPI2708179|A/Bald_Eagle/Iowa/USDA-010129-001/2022|H5N1|NS|2.3.4.4b|A1|wild-bird|Iowa|2022-04-04	2022-04-04	2022.256164	2022.256164	2022.256164
NODE_0000109	2022-03-19	2022.212616	2022.146858	2022.256164
EPI2131377|A/Vulpes_vulpes/New_York/099488/2022|H5N1|NS|2.3.4.4b||mammal|New_York|2022-04-04	2022-04-04	2022.256164	2022.256164	2022.256164
NODE_0000110	2022-03-27	2022.233501	2022.177337	2022.267123
EPI2708296|A/Bald_Eagle/Indiana/USDA-010922-001/2022|H5N1|NS|2.3.4.4b|B1.2|wild-bird|Indiana|2022-04-08	2022-04-08	2022.267123	2022.267123	2022.267123
NODE_0000111	2022-04-05	2022.258282	2022.209698	2022.267123
EPI2708453|A/Black_Vulture/Florida/USDA-011545-001/2022|H5N1|NS|2.3.4.4b||wild-bird|Florida|2022-04-08	2022-04-08	2022.267123	2022.267123	2022.267123
NODE_0000112	2022-04-08	2022.266815	2022.228836	2022.286301
EPI2181687|A/bald_eagle/Virginia/W22-306/2022|H5N1|NS|2.3.4.4b||wild-bird|Virginia|2022-04-15	2022-04-15	2022.286301	2022.286301	2022.286301
NODE_0000113	2022-04-27	2022.319178	2022.263175	2022.319178
EPI2259113|A/fox/New_York/22-015064-001-original/2022|H5N1|NS|2.3.4.4b||mammal|New_York|2022-04-27	2022-04-27	2022.319178	2022.319178	2022.319178
EPI2455037|A/Vulpes_vulpes/USA/115912/2022|H5N1|NS|2.3.4.4b||mammal|USA|2022-05-20	2022-05-20	2022.382192	2022.382192	2022.382192
NODE_0000115	2020-08-26	2020.652569	2020.189941	2021.750719
EPI2709654|A/Backyard_bird/Nebraska/USDA-009190-001/2022|H5N1|NS|2.3.4.4b||wild-bird|Nebraska|2022-03-24	2022-03-24	2022.226027	2022.226027	2022.226027
NODE_0000118	2020-10-14	2020.785164	2020.422340	2021.748600
NODE_0000125	2020-12-14	2020.952988	2020.477234	2021.933257
EPI2246154|A/chicken/North_Dakota/22-012538-002-original/2022|H5N1|NS|2.3.4.4b|B3.1|poultry|North_Dakota|2022-04-25	2022-04-25	2022.313699	2022.313699	2022.313699
NODE_0000126	2021-02-09	2021.108333	2020.748534	2022.080291
EPI2263925|A/chicken/Iowa/22-033362-001-original/2022|H5N1|NS|2.3.4.4b|B3.1|poultry|Iowa|2022-10-19	2022-10-19	2022.798630	2022.798630	2022.798630
NODE_0000002	2021-03-31	2021.246513	2020.718632	2022.033065
EPI2712888|A/goose/Nebraska/USDA-007179-001/2022|H5N1|NS|2.3.4.4b|A1|poultry|Nebraska|2022-03-07	2022-03-07	2022.179452	2022.179452	2022.179452
NODE_0000003	2021-05-10	2021.355696	2020.927824	2022.025848
84.8/18	2021-12-06	2021.929773	2021.505693	2022.171233
EPI2703487|A/Snow_Goose/Kansas/USDA-007919-003/2022|H5N1|NS|2.3.4.4b|A1|wild-bird|Kansas|2022-03-04	2022-03-04	2022.171233	2022.171233	2022.171233
NODE_0000004	2022-02-04	2022.094372	2021.806019	2022.193151
EPI2703865|A/Snow_Goose/Kansas/USDA-008980-003/2022|H5N1|NS|2.3.4.4b||wild-bird|Kansas|2022-03-12	2022-03-12	2022.193151	2022.193151	2022.193151
NODE_0000005	2022-03-14	2022.198630	2022.004407	2022.198630
EPI2017193|A/chicken/Nebraska/22-009006-001-original/2022|H5N1|NS|2.3.4.4b|A1|poultry|Nebraska|2022-03-23	2022-03-23	2022.223288	2022.223288	2022.223288
EPI2176466|A/snow_goose/Kansas/W22-199A/2022|H5N1|NS|2.3.4.4b||wild-bird|Kansas|2022-03-14	2022-03-14	2022.198630	2022.198630	2022.198630
NODE_0000020	2021-06-17	2021.459979	2021.100943	2022.033831
EPI2705365|A/goose/Missouri/USDA-012338-006/2022|H5N1|NS|2.3.4.4b|A1|poultry|Missouri|2022-03-15	2022-03-15	2022.201370	2022.201370	2022.201370
NODE_0000021	2021-07-20	2021.547965	2021.251081	2022.034280
EPI2703176|A/Snow_Goose/South_Dakota/USDA-008383-004/2022|H5N1|NS|2.3.4.4b||wild-bird|South_Dakota|2022-03-16	2022-03-16	2022.204110	2022.204110	2022.204110
NODE_0000022	2021-08-17	2021.626418	2021.368565	2022.055552
83.6/86	2022-03-23	2022.223288	2021.887890	2022.223288
EPI2702787|A/Snow_Goose/North_Dakota/USDA-011033-003/2022|H5N1|NS|2.3.4.4b|B3.1|wild-bird|North_Dakota|2022-04-05	2022-04-05	2022.258904	2022.258904	2022.258904
EPI2702703|A/Snow_Goose/North_Dakota/USDA-009481-006/2022|H5N1|NS|2.3.4.4b||wild-bird|North_Dakota|2022-03-23	2022-03-23	2022.223288	2022.223288	2022.223288
NODE_0000024	2021-09-13	2021.701135	2021.472632	2022.076333
EPI2710192|A/Backyard_bird/Wisconsin/USDA-009934-002/2022|H5N1|NS|2.3.4.4b|A1|wild-bird|Wisconsin|2022-03-31	2022-03-31	2022.245205	2022.245205	2022.245205
NODE_0000025	2021-10-09	2021.771613	2021.559805	2022.097334
EPI2181647|A/snow_goose/North_Dakota/N22-06/2022|H5N1|NS|2.3.4.4b||wild-bird|North_Dakota|2022-04-08	2022-04-08	2022.267123	2022.267123	2022.267123
NODE_0000006	2021-11-02	2021.837494	2021.628661	2022.102740
EPI2182105|A/red_fox/North_Dakota/22-017354-001-original/2022|H5N1|NS|2.3.4.4b||mammal|North_Dakota|2022-06-03	2022-06-03	2022.420548	2022.420548	2022.420548
NODE_0000007	2021-11-24	2021.897897	2021.629034	2022.102740
