#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
|A/duck/Minnesota/24-005907-002/2024|H5N1|PB2||B3.6|poultry|Minnesota|2024-02-24	2024-02-24	2024.148907	2024.148907	2024.148907
NODE_0000030	2023-05-15	2023.368484	2022.749115	2024.148907
|A/chicken/Minnesota/24-005907-001/2024|H5N1|PB2||B3.6|poultry|Minnesota|2024-02-24	2024-02-24	2024.148907	2024.148907	2024.148907
NODE_0000031	2023-07-20	2023.549816	2023.052422	2024.184426
|A/goat/Minnesota/24-007234-003/2024|H5N1|PB2||B3.6|domestic-mammal|Minnesota|2024-03-08	2024-03-08	2024.184426	2024.184426	2024.184426
NODE_0000032	2023-09-08	2023.687650	2023.238361	2024.184426
NODE_0000033	2023-11-19	2023.882504	2023.484335	2024.184426
NODE_0000034	2024-03-08	2024.184426	2023.846157	2024.184426
|A/goat/Minnesota/24-007234-029/2024|H5N1|PB2||B3.6|domestic-mammal|Minnesota|2024-03-08	2024-03-08	2024.184426	2024.184426	2024.184426
|A/goat/Minnesota/24-007234-048/2024|H5N1|PB2||B3.6|domestic-mammal|Minnesota|2024-03-08	2024-03-08	2024.184426	2024.184426	2024.184426
NODE_0000035	2024-03-08	2024.184426	2023.846157	2024.184426
|A/goat/Minnesota/24-007234-034/2024|H5N1|PB2||B3.6|domestic-mammal|Minnesota|2024-03-08	2024-03-08	2024.184426	2024.184426	2024.184426
|A/goat/Minnesota/24-007234-030/2024|H5N1|PB2||B3.6|domestic-mammal|Minnesota|2024-03-08	2024-03-08	2024.184426	2024.184426	2024.184426
NODE_0000036	2023-11-06	2023.848456	2023.471755	2024.184426
NODE_0000037	2024-03-08	2024.184426	2023.825838	2024.184426
|A/goat/Minnesota/24-007234-037/2024|H5N1|PB2||B3.6|domestic-mammal|Minnesota|2024-03-08	2024-03-08	2024.184426	2024.184426	2024.184426
|A/goat/Minnesota/24-007234-044/2024|H5N1|PB2||B3.6|domestic-mammal|Minnesota|2024-03-08	2024-03-08	2024.184426	2024.184426	2024.184426
NODE_0000038	2024-01-10	2024.026779	2023.736892	2024.184426
|A/goat/Minnesota/24-007234-035/2024|H5N1|PB2||B3.6|domestic-mammal|Minnesota|2024-03-08	2024-03-08	2024.184426	2024.184426	2024.184426
NODE_0000039	2024-03-08	2024.184426	2023.947250	2024.184426
|A/goat/Minnesota/24-007234-032/2024|H5N1|PB2||B3.6|domestic-mammal|Minnesota|2024-03-08	2024-03-08	2024.184426	2024.184426	2024.184426
|A/goat/Minnesota/24-007234-036/2024|H5N1|PB2||B3.6|domestic-mammal|Minnesota|2024-03-08	2024-03-08	2024.184426	2024.184426	2024.184426
94.6/88	2021-02-05	2021.097489	2006.463077	2022.535874
|A/skunk/Utah/24-008032-004/2024|H5N1|PB2|||mammal|Utah|2024-01-10	2024-01-10	2024.025956	2024.025956	2024.025956
|A/american_wigeon/Ohio/24-008552-021/2024|H5N1|PB2||A2|wild-bird|Ohio|2023-11-10	2023-11-10	2023.858904	2023.858904	2023.858904
EPI2870303|A/turkey/South_Dakota/23-032362-001-original/2023|H5N1|PB2|2.3.4.4b|B3.6|poultry|South_Dakota|2023-10-24	2023-10-24	2023.812329	2023.812329	2023.812329
|A/harris-hawk/Utah/24-004080-001/2024|H5N1|PB2||B3.6|wild-bird|Utah|2024-02-02	2024-02-02	2024.088798	2024.088798	2024.088798
|A/western_sandpiper/Washington/24-004707-001/2024|H5N1|PB2||B3.6|wild-bird|Washington|2023-12-12	2023-12-12	2023.946575	2023.946575	2023.946575
79/67	2021-07-26	2021.566904	2009.187781	2022.830702
EPI2868630|A/chicken/Montana/23-030330-002-original/2023|H5N1|PB2|2.3.4.4b||poultry|Montana|2023-10-07	2023-10-07	2023.765753	2023.765753	2023.765753
77.7/62	2022-01-03	2022.007509	2011.159299	2023.038356
EPI2873823|A/turkey/South_Dakota/23-034369-001-original/2023|H5N1|PB2|2.3.4.4b|B3.6|poultry|South_Dakota|2023-11-07	2023-11-07	2023.850685	2023.850685	2023.850685
EPI2906243|A/chicken/Oregon/23-034937-001-original/2023|H5N1|PB2|2.3.4.4b|B3.6|poultry|Oregon|2023-11-06	2023-11-06	2023.847945	2023.847945	2023.847945
|A/red-tailed_hawk/Oregon/24-008306-001/2024|H5N1|PB2|||wild-bird|Oregon|2024-03-14	2024-03-14	2024.200820	2024.200820	2024.200820
99.4/100	2023-05-30	2023.408705	2021.347516	2023.973598
75.8/100	2024-02-17	2024.129781	2023.688717	2024.129781
|A/turkey/Missouri/24-005372-001/2024|H5N1|PB2||B3.12|poultry|Missouri|2024-02-17	2024-02-17	2024.129781	2024.129781	2024.129781
|A/turkey/Missouri/24-005372-002/2024|H5N1|PB2||B3.12|poultry|Missouri|2024-02-17	2024-02-17	2024.129781	2024.129781	2024.129781
74.6/77	2023-10-03	2023.755217	2022.912042	2024.102459
84.5/97	2024-02-17	2024.129781	2023.843851	2024.129781
|A/turkey/Missouri/24-005371-001/2024|H5N1|PB2||B3.12|poultry|Missouri|2024-02-17	2024-02-17	2024.129781	2024.129781	2024.129781
|A/turkey/Missouri/24-005371-002/2024|H5N1|PB2||B3.12|poultry|Missouri|2024-02-17	2024-02-17	2024.129781	2024.129781	2024.129781
NODE_0000047	2024-02-07	2024.102459	2023.714507	2024.102459
|A/turkey/Missouri/24-005369-002/2024|H5N1|PB2||B3.12|poultry|Missouri|2024-02-07	2024-02-07	2024.102459	2024.102459	2024.102459
|A/turkey/Missouri/24-005369-001/2024|H5N1|PB2||B3.12|poultry|Missouri|2024-02-07	2024-02-07	2024.102459	2024.102459	2024.102459
87.1/64	2021-05-23	2021.390937	2007.653092	2022.671578
EPI2906323|A/red-tailed_hawk/Montana/23-034855-001-original/2023|H5N1|PB2|2.3.4.4b|B3.6|wild-bird|Montana|2023-11-08	2023-11-08	2023.853425	2023.853425	2023.853425
90.7/90	2022-01-27	2022.071601	2011.039878	2023.087917
|A/canada_goose/New_Mexico/24-005749-001/2024|H5N1|PB2||B3.6|wild-bird|New_Mexico|2024-02-15	2024-02-15	2024.124317	2024.124317	2024.124317
|A/mountain_lion/Montana/24-005908-001/2024|H5N1|PB2||B3.6|mammal|Montana|2024-01-30	2024-01-30	2024.080601	2024.080601	2024.080601
|A/mallard/Minnesota/24-006961-018/2024|H5N1|PB2||B3.6|wild-bird|Minnesota|2024-02-28	2024-02-28	2024.159836	2024.159836	2024.159836
92.6/98	2024-03-07	2024.181694	2023.691957	2024.181694
|A/chicken/Minnesota/24-007263-002/2024|H5N1|PB2||B3.6|poultry|Minnesota|2024-03-07	2024-03-07	2024.181694	2024.181694	2024.181694
|A/turkey/Minnesota/24-007263-001/2024|H5N1|PB2||B3.6|poultry|Minnesota|2024-03-07	2024-03-07	2024.181694	2024.181694	2024.181694
|A/chicken/Minnesota/24-007263-003/2024|H5N1|PB2||B3.6|poultry|Minnesota|2024-03-07	2024-03-07	2024.181694	2024.181694	2024.181694
75.6/80	2021-09-17	2021.711946	2008.840805	2022.826168
|A/chicken/Oregon/24-007557-001/2024|H5N1|PB2||B3.6|poultry|Oregon|2024-03-07	2024-03-07	2024.181694	2024.181694	2024.181694
89.4/91	2022-03-29	2022.238570	2011.529051	2023.121116
|A/common_raven/California/24-007417-001/2024|H5N1|PB2||B3.6|wild-bird|California|2024-02-20	2024-02-20	2024.137978	2024.137978	2024.137978
|A/red-tailed_hawk/California/24-003714-001/2024|H5N1|PB2||B3.6|wild-bird|California|2024-01-27	2024-01-27	2024.072404	2024.072404	2024.072404
|A/great_horned_owl/Oregon/24-006223-001/2024|H5N1|PB2||B3.6|wild-bird|Oregon|2024-02-21	2024-02-21	2024.140710	2024.140710	2024.140710
97.1/99	2023-05-26	2023.397349	2022.106252	2024.109163
85.3/93	2024-02-23	2024.146175	2023.672338	2024.146175
|A/skunk/Washington/24-005959-003/2024|H5N1|PB2||B3.6|mammal|Washington|2024-02-23	2024-02-23	2024.146175	2024.146175	2024.146175
|A/skunk/Washington/24-005959-004/2024|H5N1|PB2||B3.6|mammal|Washington|2024-02-23	2024-02-23	2024.146175	2024.146175	2024.146175
NODE_0000055	2023-10-05	2023.761095	2023.184430	2024.146175
|A/skunk/Washington/24-005959-002/2024|H5N1|PB2||B3.6|mammal|Washington|2024-02-23	2024-02-23	2024.146175	2024.146175	2024.146175
NODE_0000056	2023-12-27	2023.988527	2023.584071	2024.146175
|A/skunk/Washington/24-005959-005/2024|H5N1|PB2||B3.6|mammal|Washington|2024-02-23	2024-02-23	2024.146175	2024.146175	2024.146175
NODE_0000057	2024-02-23	2024.146175	2023.859544	2024.146175
|A/skunk/Washington/24-005959-006/2024|H5N1|PB2||B3.6|mammal|Washington|2024-02-23	2024-02-23	2024.146175	2024.146175	2024.146175
|A/skunk/Washington/24-005959-001/2024|H5N1|PB2||B3.6|mammal|Washington|2024-02-23	2024-02-23	2024.146175	2024.146175	2024.146175
99.2/38	1995-06-16	1995.455989	1813.632560	2004.381070
99.3/100	2011-04-19	2011.296850	1940.947936	2016.204164
EPI2899563|A/turkey/Minnesota/23-036928-001-original/2023|H5N1|PB2|2.3.4.4b||poultry|Minnesota|2023-11-20	2023-11-20	2023.886301	2023.886301	2023.886301
97.5/100	2017-04-20	2017.300920	1993.527925	2020.180619
76.2/66	2022-04-04	2022.256164	2021.198419	2022.256164
EPI2131375|A/Vulpes_vulpes/New_York/099488/2022|H5N1|PB2|2.3.4.4b||mammal|New_York|2022-04-04	2022-04-04	2022.256164	2022.256164	2022.256164
EPI2259116|A/fox/New_York/22-015064-001-original/2022|H5N1|PB2|2.3.4.4b||mammal|New_York|2022-04-27	2022-04-27	2022.319178	2022.319178	2022.319178
77.1/63	2017-11-24	2017.896318	1996.106855	2020.368923
EPI2708356|A/Bald_Eagle/Florida/USDA-007915-002/2022|H5N1|PB2|2.3.4.4b||wild-bird|Florida|2022-02-28	2022-02-28	2022.160274	2022.160274	2022.160274
89.4/85	2018-07-14	2018.532810	1999.708093	2020.686693
NODE_0000064	2019-12-24	2019.979854	2013.488262	2021.756655
EPI2709008|A/Black_Vulture/Florida/USDA-009054-001/2022|H5N1|PB2|2.3.4.4b|B1.1|wild-bird|Florida|2022-03-18	2022-03-18	2022.209589	2022.209589	2022.209589
NODE_0000065	2020-09-05	2020.677638	2013.528125	2021.768718
EPI2454982|A/Vulpes_vulpes/USA/088592/2022|H5N1|PB2|2.3.4.4b||mammal|USA|2022-04-25	2022-04-25	2022.313699	2022.313699	2022.313699
NODE_0000066	2021-02-19	2021.136039	2013.551572	2021.833405
EPI2708300|A/Bald_Eagle/Indiana/USDA-010922-001/2022|H5N1|PB2|2.3.4.4b|B1.2|wild-bird|Indiana|2022-04-08	2022-04-08	2022.267123	2022.267123	2022.267123
85.8/69	2022-01-11	2022.029977	2019.432919	2022.179452
EPI2455033|A/Vulpes_vulpes/USA/115912/2022|H5N1|PB2|2.3.4.4b||mammal|USA|2022-05-20	2022-05-20	2022.382192	2022.382192	2022.382192
EPI2707686|A/Bald_Eagle/Ohio/USDA-007697-001/2022|H5N1|PB2|2.3.4.4b||wild-bird|Ohio|2022-03-07	2022-03-07	2022.179452	2022.179452	2022.179452
85.6/65	2019-01-29	2019.077845	2002.359318	2021.063821
NODE_0000070	2019-12-17	2019.958934	2007.338892	2021.397196
EPI2707942|A/Bald_Eagle/Michigan/USDA-012056-001/2022|H5N1|PB2|2.3.4.4b||wild-bird|Michigan|2022-04-14	2022-04-14	2022.283562	2022.283562	2022.283562
NODE_0000069	2021-04-12	2021.277911	2014.714024	2022.034887
EPI2709927|A/Backyard_bird/New_York/USDA-010321-003/2022|H5N1|PB2|2.3.4.4b|B1.2|wild-bird|New_York|2022-04-04	2022-04-04	2022.256164	2022.256164	2022.256164
EPI2182060|A/fox/Michigan/22-014536-004-original/2022|H5N1|PB2|2.3.4.4b|B1.2|mammal|Michigan|2022-04-22	2022-04-22	2022.305479	2022.305479	2022.305479
80.7/65	2019-07-04	2019.505743	2003.978036	2021.267042
EPI2613603|A/great_horned_owl/New_York/23-005127-001-original/2023|H5N1|PB2|2.3.4.4b||wild-bird|New_York|2023-02-10	2023-02-10	2023.110959	2023.110959	2023.110959
NODE_0000072	2020-02-15	2020.123226	2010.970720	2021.454930
EPI2703307|A/Snowy_Owl/Michigan/USDA-008506-002/2022|H5N1|PB2|2.3.4.4b|B1.2|wild-bird|Michigan|2022-03-17	2022-03-17	2022.206849	2022.206849	2022.206849
NODE_0000073	2020-09-27	2020.738583	2011.192188	2021.577011
EPI2703339|A/Snowy_Owl/Michigan/USDA-008506-001/2022|H5N1|PB2|2.3.4.4b||wild-bird|Michigan|2022-03-17	2022-03-17	2022.206849	2022.206849	2022.206849
NODE_0000082	2021-06-02	2021.418057	2014.720026	2021.987545
EPI2705357|A/Wood_Duck/Michigan/USDA-009361-015/2022|H5N1|PB2|2.3.4.4b||wild-bird|Michigan|2022-03-23	2022-03-23	2022.223288	2022.223288	2022.223288
EPI2709672|A/Backyard_bird/Michigan/USDA-008890-006/2022|H5N1|PB2|2.3.4.4b||wild-bird|Michigan|2022-03-22	2022-03-22	2022.220548	2022.220548	2022.220548
79.6/38	2018-11-27	2018.904792	2001.078197	2020.790444
77.8/66	2020-06-19	2020.465676	2011.169734	2021.724582
EPI2711121|A/Lesser_Scaup/Florida/USDA-010679-001/2022|H5N1|PB2|2.3.4.4b|B1.2|wild-bird|Florida|2022-04-04	2022-04-04	2022.256164	2022.256164	2022.256164
75.1/64	2022-03-01	2022.163014	2021.415157	2022.163014
EPI2711140|A/Hooded_Merganser/Florida/USDA-007915-003/2022|H5N1|PB2|2.3.4.4b||wild-bird|Florida|2022-03-01	2022-03-01	2022.163014	2022.163014	2022.163014
EPI2188338|A/hooded_merganser/Florida/W22-154/2022|H5N1|PB2|2.3.4.4b||wild-bird|Florida|2022-03-01	2022-03-01	2022.163014	2022.163014	2022.163014
92/85	2020-12-08	2020.935475	2015.494126	2021.810412
EPI2708455|A/Black_Vulture/Florida/USDA-011545-001/2022|H5N1|PB2|2.3.4.4b||wild-bird|Florida|2022-04-08	2022-04-08	2022.267123	2022.267123	2022.267123
89.9/86	2022-02-01	2022.086301	2021.590119	2022.086301
EPI2181746|A/bald_eagle/Florida/W22-134-OP/2022|H5N1|PB2|2.3.4.4b|B1.1|wild-bird|Florida|2022-02-12	2022-02-12	2022.116438	2022.116438	2022.116438
EPI2704511|A/Red-shouldered_Hawk/North_Carolina/USDA-006530-001/2022|H5N1|PB2|2.3.4.4b||wild-bird|North_Carolina|2022-02-01	2022-02-01	2022.086301	2022.086301	2022.086301
87.3/73	2021-11-12	2021.863382	2020.014804	2022.168009
EPI2708566|A/Black_Vulture/Florida/USDA-007869-001/2022|H5N1|PB2|2.3.4.4b||wild-bird|Florida|2022-03-09	2022-03-09	2022.184932	2022.184932	2022.184932
EPI2708438|A/Black_Vulture/Florida/USDA-007915-010/2022|H5N1|PB2|2.3.4.4b||wild-bird|Florida|2022-03-07	2022-03-07	2022.179452	2022.179452	2022.179452
88.3/64	2019-05-04	2019.337748	2003.093633	2020.974605
EPI2246613|A/chicken/Wisconsin/22-013373-002-original/2022|H5N1|PB2|2.3.4.4b||poultry|Wisconsin|2022-04-30	2022-04-30	2022.327397	2022.327397	2022.327397
94.9/99	2020-11-22	2020.891857	2011.145455	2021.993022
EPI2507019|A/eagle/Virginia/W22-101/2023|H5N1|PB2|2.3.4.4b|B1.1|wild-bird|Virginia|2023-01-03	2023-01-03	2023.006849	2023.006849	2023.006849
EPI2456470|A/black_vulture/Virginia/W22-662C/2022|H5N1|PB2|2.3.4.4b|B1.1|wild-bird|Virginia|2022-08-22	2022-08-22	2022.639726	2022.639726	2022.639726
NODE_0000081	2020-01-13	2020.033889	2008.877657	2021.462281
NODE_0000080	2022-03-17	2022.206849	2021.122327	2022.206849
EPI2473752|A/red_fox/Michigan/22-021733-005-original/2022|H5N1|PB2|2.3.4.4b||mammal|Michigan|2022-07-06	2022-07-06	2022.510959	2022.510959	2022.510959
EPI2709029|A/Bald_Eagle/South_Carolina/USDA-009803-001/2022|H5N1|PB2|2.3.4.4b||wild-bird|South_Carolina|2022-03-17	2022-03-17	2022.206849	2022.206849	2022.206849
79.2/72	2021-02-07	2021.101578	2013.428442	2021.824970
EPI2181690|A/bald_eagle/Virginia/W22-306/2022|H5N1|PB2|2.3.4.4b||wild-bird|Virginia|2022-04-15	2022-04-15	2022.286301	2022.286301	2022.286301
EPI2704596|A/Ring-necked_Duck/Missouri/USDA-012338-025/2022|H5N1|PB2|2.3.4.4b|B1.1|wild-bird|Missouri|2022-03-11	2022-03-11	2022.190411	2022.190411	2022.190411
84.6/68	2019-08-14	2019.617359	2003.939869	2021.077634
EPI2456446|A/black_vulture/South_Carolina/W22-623/2022|H5N1|PB2|2.3.4.4b||wild-bird|South_Carolina|2022-08-22	2022-08-22	2022.639726	2022.639726	2022.639726
EPI2689434|A/black_vulture/Georgia/CEIRR-569/2022|H5N1|PB2|2.3.4.4b||wild-bird|Georgia|2022-08-12	2022-08-12	2022.612329	2022.612329	2022.612329
73.2/76	2019-11-10	2019.857967	2004.781917	2021.168780
EPI2506875|A/black_vulture/South_Carolina/W22-1080A/2022|H5N1|PB2|2.3.4.4b|B1.1|wild-bird|South_Carolina|2022-11-02	2022-11-02	2022.836986	2022.836986	2022.836986
92.3/96	2020-06-19	2020.467121	2007.836530	2021.532564
EPI2456408|A/black_vulture/South_Carolina/W22-689B/2022|H5N1|PB2|2.3.4.4b||wild-bird|South_Carolina|2022-08-25	2022-08-25	2022.647945	2022.647945	2022.647945
88.4/87	2021-01-02	2021.003876	2010.779923	2021.917896
EPI2497184|A/vulture/Tennessee/W22-1149/2022|H5N1|PB2|2.3.4.4b||wild-bird|Tennessee|2022-12-05	2022-12-05	2022.927397	2022.927397	2022.927397
EPI2456424|A/black_vulture/Georgia/W22-619A/2022|H5N1|PB2|2.3.4.4b||wild-bird|Georgia|2022-08-22	2022-08-22	2022.639726	2022.639726	2022.639726
98.6/38	2003-08-15	2003.620944	1850.197685	2007.934607
100/100	2020-03-13	2020.197576	2005.914163	2021.513611
EPI2263775|A/African_goose/New_Jersey/22-033679-001-original/2022|H5N1|PB2|2.3.4.4b||wild-bird|New_Jersey|2022-10-21	2022-10-21	2022.804110	2022.804110	2022.804110
EPI2606604|A/chicken/Ohio/OH22-26275-3/2022|H5N1|PB2|2.3.4.4b||poultry|Ohio|2022-11-03	2022-11-03	2022.839726	2022.839726	2022.839726
EPI2613699|A/peregrine_falcon/New_York/23-005700-001-original/2023|H5N1|PB2|2.3.4.4b||wild-bird|New_York|2023-02-13	2023-02-13	2023.119178	2023.119178	2023.119178
80.2/52	2020-09-23	2020.728484	2008.904093	2021.767450
