#Dates of nodes that didn't have a specified date are inferred from the root-to-tip regression.
name, date, root-to-tip distance, clock-deviation
EPI2456418|A/black_vulture/Georgia/W22-619A/2022|H5N1|NA|2.3.4.4b||wild-bird|Georgia|2022-08-22, 2022.6397260273973, 0.006652, 0.001639
EPI2497178|A/vulture/Tennessee/W22-1149/2022|H5N1|NA|2.3.4.4b||wild-bird|Tennessee|2022-12-05, 2022.927397260274, 0.008039, 0.001956
EPI2613541|A/brown_pelican/Florida/23-004148-001-original/2023|H5N1|NA|2.3.4.4b||wild-bird|Florida|2023-02-01, 2023.0863013698631, 0.007366, 0.000693
EPI2606591|A/chicken/Ohio/OH22-26275-3/2022|H5N1|NA|2.3.4.4b||poultry|Ohio|2022-11-03, 2022.8397260273973, 0.008755, 0.002998
EPI2263777|A/African_goose/New_Jersey/22-033679-001-original/2022|H5N1|NA|2.3.4.4b||wild-bird|New_Jersey|2022-10-21, 2022.804109589041, 0.008058, 0.002433
EPI2263433|A/turkey/Minnesota/22-034849-001-original/2022|H5N1|NA|2.3.4.4b||poultry|Minnesota|2022-10-30, 2022.8287671232877, 0.008054, 0.002338
EPI2263569|A/chicken/Iowa/22-035700-001-original/2022|H5N1|NA|2.3.4.4b|B1.3|poultry|Iowa|2022-11-03, 2022.8397260273973, 0.008051, 0.002295
EPI2263577|A/domestic_duck/Iowa/22-035700-002-original/2022|H5N1|NA|2.3.4.4b||poultry|Iowa|2022-11-03, 2022.8397260273973, 0.007364, 0.001607
EPI2264250|A/chicken/Florida/22-031859-001-original/2022|H5N1|NA|2.3.4.4b||poultry|Florida|2022-10-06, 2022.7630136986302, 0.008744, 0.003273
EPI2260749|A/chicken/Florida/22-036965-001-original/2022|H5N1|NA|2.3.4.4b|B1.3|poultry|Florida|2022-11-16, 2022.8753424657534, 0.007363, 0.001475
EPI2263858|A/chicken/Florida/22-035222-003-original/2022|H5N1|NA|2.3.4.4b|B1.3|poultry|Florida|2022-11-01, 2022.8342465753424, 0.008051, 0.002315
EPI2712553|A/Great_Horned_Owl/North_Dakota/USDA-011571-001/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Dakota|2022-04-11, 2022.2753424657535, 0.003898, 0.000239
EPI2709005|A/Bald_Eagle/South_Carolina/USDA-009803-001/2022|H5N1|NA|2.3.4.4b||wild-bird|South_Carolina|2022-03-17, 2022.2068493150684, 0.003898, 0.000494
EPI2246615|A/chicken/Wisconsin/22-013373-002-original/2022|H5N1|NA|2.3.4.4b||poultry|Wisconsin|2022-04-30, 2022.327397260274, 0.003208, -0.000644
EPI2708543|A/Black_Vulture/Florida/USDA-007869-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Florida|2022-03-09, 2022.1849315068494, 0.003208, -0.000115
EPI2704572|A/Ring-necked_Duck/Missouri/USDA-012338-025/2022|H5N1|NA|2.3.4.4b|B1.1|wild-bird|Missouri|2022-03-11, 2022.190410958904, 0.003208, -0.000135
EPI2704853|A/Ross_s_Goose/North_Dakota/USDA-010663-025/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Dakota|2022-04-01, 2022.2479452054795, 0.003208, -0.000349
EPI2711102|A/Lesser_Scaup/Florida/USDA-010679-001/2022|H5N1|NA|2.3.4.4b|B1.2|wild-bird|Florida|2022-04-04, 2022.2561643835616, 0.003898, 0.000310
EPI2702868|A/Snow_Goose/South_Dakota/USDA-009478-009/2022|H5N1|NA|2.3.4.4b|B2.1|wild-bird|South_Dakota|2022-03-18, 2022.2095890410958, 0.003208, -0.000206
EPI2708415|A/Black_Vulture/Florida/USDA-007915-010/2022|H5N1|NA|2.3.4.4b||wild-bird|Florida|2022-03-07, 2022.1794520547944, 0.003208, -0.000094
EPI2709638|A/American_Crow/Minnesota/USDA-012668-016/2022|H5N1|NA|2.3.4.4b|B3.1|wild-bird|Minnesota|2022-04-25, 2022.313698630137, 0.004596, 0.000794
EPI2707924|A/Bald_Eagle/Michigan/USDA-012056-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Michigan|2022-04-14, 2022.2835616438356, 0.003898, 0.000208
EPI2708157|A/Bald_Eagle/Iowa/USDA-010129-001/2022|H5N1|NA|2.3.4.4b|A1|wild-bird|Iowa|2022-04-04, 2022.2561643835616, 0.003901, 0.000314
EPI2712241|A/Blue-winged_Teal/Florida/USDA-002578-009/2022|H5N1|NA|2.3.4.4b||wild-bird|Florida|2022-01-22, 2022.058904109589, 0.003208, 0.000354
EPI2712872|A/goose/Nebraska/USDA-007179-001/2022|H5N1|NA|2.3.4.4b|A1|poultry|Nebraska|2022-03-07, 2022.1794520547944, 0.003214, -0.000089
EPI2705577|A/Wood_Duck/Minnesota/USDA-012670-001/2022|H5N1|NA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-19, 2022.2972602739726, 0.003910, 0.000169
EPI2704309|A/Ross_s_Goose/Minnesota/USDA-011226-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Minnesota|2022-04-05, 2022.2589041095891, 0.003208, -0.000390
EPI2712104|A/Great_Horned_Owl/Minnesota/USDA-012931-007/2022|H5N1|NA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-22, 2022.305479452055, 0.005291, 0.001521
EPI2074643|A/turkey/South_Dakota/22-010137-002-original/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|South_Dakota|2022-04-04, 2022.2561643835616, 0.004596, 0.001008
EPI2713078|A/Gadwall/Virginia/USDA-003923-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Virginia|2022-01-29, 2022.0780821917808, 0.003898, 0.000972
EPI2074539|A/turkey/Minnesota/22-010124-001-original/2022|H5N1|NA|2.3.4.4b||poultry|Minnesota|2022-04-04, 2022.2561643835616, 0.003208, -0.000380
EPI2704486|A/Red-shouldered_Hawk/North_Carolina/USDA-006530-001/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Carolina|2022-02-01, 2022.0863013698631, 0.003898, 0.000942
EPI2704004|A/Red-tailed_Hawk/North_Dakota/USDA-011220-001/2022|H5N1|NA|2.3.4.4b|B3.2|wild-bird|North_Dakota|2022-04-06, 2022.2616438356165, 0.003898, 0.000290
EPI2705331|A/Wood_Duck/Michigan/USDA-009361-015/2022|H5N1|NA|2.3.4.4b||wild-bird|Michigan|2022-03-23, 2022.2232876712328, 0.003910, 0.000444
EPI2705048|A/Ross_s_Goose/North_Dakota/USDA-010663-020/2022|H5N1|NA|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-01, 2022.2479452054795, 0.004590, 0.001033
EPI2702745|A/Snow_Goose/North_Dakota/USDA-010663-006/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Dakota|2022-04-01, 2022.2479452054795, 0.004618, 0.001061
EPI2709237|A/American_Wigeon/North_Carolina/USDA-001672-005/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Carolina|2022-01-08, 2022.0205479452054, 0.004590, 0.001879
EPI2703283|A/Snowy_Owl/Michigan/USDA-008506-002/2022|H5N1|NA|2.3.4.4b|B1.2|wild-bird|Michigan|2022-03-17, 2022.2068493150684, 0.003898, 0.000494
EPI2711428|A/Hawk/North_Dakota/USDA-012638-001/2022|H5N1|NA|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-09, 2022.2698630136986, 0.003208, -0.000431
EPI2708430|A/Black_Vulture/Florida/USDA-011545-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Florida|2022-04-08, 2022.2671232876712, 0.003208, -0.000420
EPI2710055|A/Backyard_bird/Massachusetts/USDA-009371-001/2022|H5N1|NA|2.3.4.4b|A1|wild-bird|Massachusetts|2022-03-25, 2022.2287671232878, 0.003211, -0.000274
EPI2705342|A/goose/Missouri/USDA-012338-006/2022|H5N1|NA|2.3.4.4b|A1|poultry|Missouri|2022-03-15, 2022.2013698630137, 0.003208, -0.000176
EPI2473452|A/fox/Wisconsin/22-014746-015-original/2022|H5N1|NA|2.3.4.4b||mammal|Wisconsin|2022-05-03, 2022.335616438356, 0.005283, 0.001400
EPI2711126|A/Mallard/Ohio/USDA-009207-003/2022|H5N1|NA|2.3.4.4b||wild-bird|Ohio|2022-03-08, 2022.182191780822, 0.002520, -0.000792
EPI2704731|A/Wood_Duck/North_Carolina/USDA-003829-001/2022|H5N1|NA|2.3.4.4b|A1|wild-bird|North_Carolina|2022-01-29, 2022.0780821917808, 0.003211, 0.000286
EPI2709632|A/Backyard_bird/Nebraska/USDA-009190-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Nebraska|2022-03-24, 2022.2260273972602, 0.003898, 0.000422
EPI2710784|A/Black_Vulture/Maryland/USDA-012990-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Maryland|2022-04-26, 2022.3164383561643, 0.003208, -0.000604
EPI1985976|A/turkey/Indiana/22-003707-003/2022|H5N1|NA|2.3.4.4b|A1|poultry|Indiana|2022-02-07, 2022.1027397260275, 0.003208, 0.000191
EPI2067433|A/turkey/Minnesota/22-010092-002-original/2022|H5N1|NA|2.3.4.4b||poultry|Minnesota|2022-04-03, 2022.2534246575342, 0.003208, -0.000370
EPI2705126|A/Wood_Duck/Minnesota/USDA-012022-002/2022|H5N1|NA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-14, 2022.2835616438356, 0.003909, 0.000219
EPI2258870|A/guinea_fowl/Utah/22-014481-002-original/2022|H5N1|NA|2.3.4.4b||wild-bird|Utah|2022-05-09, 2022.3520547945207, 0.004590, 0.000646
EPI2710792|A/Lesser_Snow_Goose_White/Iowa/USDA-007679-003/2022|H5N1|NA|2.3.4.4b||wild-bird|Iowa|2022-03-14, 2022.1986301369864, 0.002520, -0.000853
EPI2298220|A/eared_grebe/North_Dakota/245625/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Dakota|2022-06-16, 2022.4561643835616, 0.002520, -0.001811
EPI2713030|A/Great_Horned_Owl/Minnesota/USDA-011871-012/2022|H5N1|NA|2.3.4.4b||wild-bird|Minnesota|2022-04-15, 2022.286301369863, 0.002520, -0.001179
EPI2710881|A/Mallard/Kentucky/USDA-005153-004/2022|H5N1|NA|2.3.4.4b||wild-bird|Kentucky|2022-02-07, 2022.1027397260275, 0.002520, -0.000497
EPI2703161|A/Snow_Goose/South_Dakota/USDA-008383-004/2022|H5N1|NA|2.3.4.4b||wild-bird|South_Dakota|2022-03-16, 2022.204109589041, 0.002520, -0.000874
EPI2712330|A/Great_Horned_Owl/Minnesota/USDA-012414-001/2022|H5N1|NA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-13, 2022.2808219178082, 0.002520, -0.001159
EPI2702687|A/Snow_Goose/North_Dakota/USDA-009481-006/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Dakota|2022-03-23, 2022.2232876712328, 0.002520, -0.000945
EPI2703315|A/Snowy_Owl/Michigan/USDA-008506-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Michigan|2022-03-17, 2022.2068493150684, 0.002520, -0.000884
EPI2713094|A/Gadwall/South_Carolina/USDA-001743-008/2022|H5N1|NA|2.3.4.4b||wild-bird|South_Carolina|2022-01-06, 2022.0150684931507, 0.002520, -0.000171
EPI2702616|A/Snow_Goose/North_Dakota/USDA-009399-001/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Dakota|2022-03-29, 2022.2397260273972, 0.002520, -0.001006
EPI2179635|A/turkey/Wisconsin/22-010935-002-original/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|Wisconsin|2022-04-10, 2022.272602739726, 0.002520, -0.001128
EPI2702938|A/Snow_Goose/Missouri/USDA-011404-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Missouri|2022-03-08, 2022.182191780822, 0.002520, -0.000792
EPI2712839|A/Great_Horned_Owl/Minnesota/USDA-011871-006/2022|H5N1|NA|2.3.4.4b||wild-bird|Minnesota|2022-04-15, 2022.286301369863, 0.002520, -0.001179
EPI2711774|A/goose/South_Dakota/USDA-008382-001/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|South_Dakota|2022-03-16, 2022.204109589041, 0.002520, -0.000874
EPI2702218|A/Snow_Goose/North_Dakota/USDA-009483-001/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Dakota|2022-03-22, 2022.2205479452055, 0.002520, -0.000935
EPI2703666|A/Red-tailed_Hawk/Kansas/USDA-008980-002/2022|H5N1|NA|2.3.4.4b||wild-bird|Kansas|2022-03-14, 2022.1986301369864, 0.002520, -0.000853
EPI2709318|A/American_Crow/North_Dakota/USDA-010665-001/2022|H5N1|NA|2.3.4.4b|B3.1|wild-bird|North_Dakota|2022-04-01, 2022.2479452054795, 0.002520, -0.001037
EPI2704381|A/Ross_s_Goose/Iowa/USDA-008378-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Iowa|2022-03-15, 2022.2013698630137, 0.002520, -0.000864
EPI2259326|A/chicken/Minnesota/22-015398-001-original/2022|H5N1|NA|2.3.4.4b||poultry|Minnesota|2022-05-13, 2022.36301369863, 0.002520, -0.001464
EPI2702625|A/Snow_Goose/North_Dakota/USDA-010663-012/2022|H5N1|NA|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-01, 2022.2479452054795, 0.002520, -0.001037
EPI2712631|A/Green-winged_Teal/North_Carolina/USDA-003830-004/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Carolina|2022-01-29, 2022.0780821917808, 0.002520, -0.000405
EPI2702782|A/turkey/Indiana/USDA-005328-001/2022|H5N1|NA|2.3.4.4b||poultry|Indiana|2022-02-18, 2022.1328767123289, 0.002520, -0.000609
EPI2712847|A/goose/Missouri/USDA-012338-008/2022|H5N1|NA|2.3.4.4b||poultry|Missouri|2022-03-18, 2022.2095890410958, 0.002520, -0.000894
EPI2182110|A/red_fox/North_Dakota/22-017354-001-original/2022|H5N1|NA|2.3.4.4b||mammal|North_Dakota|2022-06-03, 2022.4205479452055, 0.002520, -0.001678
EPI2704368|A/Red-tailed_Hawk/Iowa/USDA-011298-001/2022|H5N1|NA|2.3.4.4b|B2.1|wild-bird|Iowa|2022-04-13, 2022.2808219178082, 0.002520, -0.001159
EPI2712388|A/goose/South_Dakota/USDA-008571-002/2022|H5N1|NA|2.3.4.4b||poultry|South_Dakota|2022-03-14, 2022.1986301369864, 0.002520, -0.000853
EPI2702503|A/Snow_Goose/North_Dakota/USDA-011033-005/2022|H5N1|NA|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-05, 2022.2589041095891, 0.002520, -0.001077
EPI2704794|A/Snow_Goose/Colorado/USDA-008935-006/2022|H5N1|NA|2.3.4.4b|B2.1|wild-bird|Colorado|2022-03-18, 2022.2095890410958, 0.002520, -0.000894
EPI2179275|A/turkey/Minnesota/22-010654-001-original/2022|H5N1|NA|2.3.4.4b||poultry|Minnesota|2022-04-04, 2022.2561643835616, 0.002520, -0.001067
EPI2708336|A/Bald_Eagle/Florida/USDA-007915-002/2022|H5N1|NA|2.3.4.4b||wild-bird|Florida|2022-02-28, 2022.1602739726027, 0.002520, -0.000711
EPI2017198|A/chicken/Nebraska/22-009006-001-original/2022|H5N1|NA|2.3.4.4b|A1|poultry|Nebraska|2022-03-23, 2022.2232876712328, 0.002520, -0.000945
EPI2703411|A/Snow_Goose/South_Dakota/USDA-009478-020/2022|H5N1|NA|2.3.4.4b|A1|wild-bird|South_Dakota|2022-03-18, 2022.2095890410958, 0.002520, -0.000894
EPI2712799|A/goose/Missouri/USDA-012338-014/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|Missouri|2022-03-01, 2022.16301369863, 0.002520, -0.000721
EPI2702328|A/Snow_Goose/Kentucky/USDA-004809-002/2022|H5N1|NA|2.3.4.4b|A1|wild-bird|Kentucky|2022-02-08, 2022.1054794520549, 0.002520, -0.000507
EPI2712483|A/Gadwall/North_Carolina/USDA-001672-002/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Carolina|2022-01-08, 2022.0205479452054, 0.002520, -0.000192
EPI2703471|A/Snow_Goose/Kansas/USDA-007919-003/2022|H5N1|NA|2.3.4.4b|A1|wild-bird|Kansas|2022-03-04, 2022.1712328767123, 0.002520, -0.000752
EPI2074579|A/turkey/Minnesota/22-010126-002-original/2022|H5N1|NA|2.3.4.4b||poultry|Minnesota|2022-04-04, 2022.2561643835616, 0.002520, -0.001067
EPI2074891|A/turkey/South_Dakota/22-010346-001-original/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|South_Dakota|2022-04-04, 2022.2561643835616, 0.002520, -0.001067
EPI2712823|A/goose/Missouri/USDA-012338-010/2022|H5N1|NA|2.3.4.4b||poultry|Missouri|2022-03-18, 2022.2095890410958, 0.002520, -0.000894
EPI2702543|A/Snow_Goose/North_Dakota/USDA-009410-001/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Dakota|2022-03-21, 2022.217808219178, 0.002520, -0.000925
EPI2703846|A/Snow_Goose/Kansas/USDA-008980-003/2022|H5N1|NA|2.3.4.4b||wild-bird|Kansas|2022-03-12, 2022.1931506849314, 0.002520, -0.000833
EPI2711011|A/Lesser_Snow_Goose_White/Iowa/USDA-007679-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Iowa|2022-03-14, 2022.1986301369864, 0.002520, -0.000853
EPI2709117|A/American_Crow/North_Dakota/USDA-013140-003/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Dakota|2022-04-21, 2022.3027397260273, 0.002520, -0.001240
EPI2074531|A/turkey/Minnesota/22-010123-004-original/2022|H5N1|NA|2.3.4.4b|A1|poultry|Minnesota|2022-04-04, 2022.2561643835616, 0.004590, 0.001002
EPI2246159|A/chicken/North_Dakota/22-012538-002-original/2022|H5N1|NA|2.3.4.4b|B3.1|poultry|North_Dakota|2022-04-25, 2022.313698630137, 0.003208, -0.000594
EPI2702801|A/Snow_Goose/North_Dakota/USDA-011578-008/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Dakota|2022-04-10, 2022.272602739726, 0.003898, 0.000250
EPI2259174|A/chicken/North_Dakota/22-015199-002-original/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|North_Dakota|2022-05-15, 2022.368493150685, 0.003208, -0.000797
EPI2712606|A/goose/New_Hampshire/USDA-006203-002/2022|H5N1|NA|2.3.4.4b|A1|poultry|New_Hampshire|2022-02-22, 2022.1438356164383, 0.003898, 0.000728
EPI2259078|A/goose/Idaho/22-014944-001-original/2022|H5N1|NA|2.3.4.4b||poultry|Idaho|2022-05-11, 2022.3575342465754, 0.005284, 0.001320
EPI2035104|A/turkey/Minnesota/22-009314-001-original/2022|H5N1|NA|2.3.4.4b||poultry|Minnesota|2022-03-28, 2022.2369863013698, 0.003898, 0.000382
EPI2711075|A/Hooded_Merganser/Minnesota/USDA-012024-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Minnesota|2022-04-12, 2022.2780821917809, 0.003208, -0.000461
EPI2176463|A/snow_goose/Kansas/W22-199A/2022|H5N1|NA|2.3.4.4b||wild-bird|Kansas|2022-03-14, 2022.1986301369864, 0.002520, -0.000853
EPI2188324|A/bald_eagle/North_Carolina/W22-140/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Carolina|2022-02-22, 2022.1438356164383, 0.002520, -0.000650
EPI2181740|A/bald_eagle/Florida/W22-134-OP/2022|H5N1|NA|2.3.4.4b|B1.1|wild-bird|Florida|2022-02-12, 2022.1164383561643, 0.002520, -0.000548
EPI2176409|A/snow_goose/Kansas/W22-199D/2022|H5N1|NA|2.3.4.4b||wild-bird|Kansas|2022-03-12, 2022.1931506849314, 0.002520, -0.000833
EPI2181684|A/bald_eagle/Virginia/W22-306/2022|H5N1|NA|2.3.4.4b||wild-bird|Virginia|2022-04-15, 2022.286301369863, 0.003207, -0.000492
EPI2711808|A/goose/South_Dakota/USDA-007946-003/2022|H5N1|NA|2.3.4.4b||poultry|South_Dakota|2022-03-09, 2022.1849315068494, 0.003207, -0.000115
EPI2703658|A/Red-tailed_Hawk/Minnesota/USDA-012931-004/2022|H5N1|NA|2.3.4.4b||wild-bird|Minnesota|2022-04-22, 2022.305479452055, 0.004597, 0.000826
EPI2703000|A/turkey_Vulture/North_Dakota/USDA-013149-001/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Dakota|2022-04-25, 2022.313698630137, 0.003207, -0.000594
EPI2263761|A/turkey/Utah/22-033909-001-original/2022|H5N1|NA|2.3.4.4b||poultry|Utah|2022-10-20, 2022.8013698630136, 0.006670, 0.001056
EPI2702300|A/Snow_Goose/North_Dakota/USDA-009481-010/2022|H5N1|NA|2.3.4.4b||wild-bird|North_Dakota|2022-03-23, 2022.2232876712328, 0.003904, 0.000439
EPI2705937|A/chicken/Nebraska/USDA-010905-001/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|Nebraska|2022-04-11, 2022.2753424657535, 0.004603, 0.000944
EPI2179331|A/turkey/Minnesota/22-010771-001-original/2022|H5N1|NA|2.3.4.4b||poultry|Minnesota|2022-04-06, 2022.2616438356165, 0.003209, -0.000399
EPI2706409|A/turkey/Minnesota/USDA-010771-005/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|Minnesota|2022-04-06, 2022.2616438356165, 0.003209, -0.000399
EPI2029349|A/turkey/Minnesota/22-009182-003-original/2022|H5N1|NA|2.3.4.4b||poultry|Minnesota|2022-03-25, 2022.2287671232878, 0.003213, -0.000272
EPI2706395|A/turkey/Minnesota/USDA-009182-004/2022|H5N1|NA|2.3.4.4b||poultry|Minnesota|2022-03-25, 2022.2287671232878, 0.003213, -0.000272
EPI2709910|A/Backyard_bird/New_York/USDA-010321-003/2022|H5N1|NA|2.3.4.4b|B1.2|wild-bird|New_York|2022-04-04, 2022.2561643835616, 0.005278, 0.001690
EPI2182062|A/fox/Michigan/22-014536-004-original/2022|H5N1|NA|2.3.4.4b|B1.2|mammal|Michigan|2022-04-22, 2022.305479452055, 0.004649, 0.000878
EPI2711043|A/Hooded_Merganser/Missouri/USDA-007184-001/2022|H5N1|NA|2.3.4.4b||wild-bird|Missouri|2022-02-28, 2022.1602739726027, 0.004592, 0.001360
EPI2710175|A/Backyard_bird/Wisconsin/USDA-009934-002/2022|H5N1|NA|2.3.4.4b|A1|wild-bird|Wisconsin|2022-03-31, 2022.2452054794521, 0.003899, 0.000352
EPI2259038|A/chicken/Wyoming/22-014917-001-original/2022|H5N1|NA|2.3.4.4b|B2.1|poultry|Wyoming|2022-05-10, 2022.354794520548, 0.003207, -0.000747
EPI2013940|A/turkey/Missouri/22-006944-002-original/2022|H5N1|NA|2.3.4.4b|A1|poultry|Missouri|2022-03-07, 2022.1794520547944, 0.003895, 0.000592
