#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
EPI2709912|A/Backyard_bird/New_York/USDA-010321-003/2022|H5N1|PA|2.3.4.4b|B1.2|wild-bird|New_York|2022-04-04	2022-04-04	2022.256164	2022.256164	2022.256164
EPI2708282|A/Bald_Eagle/Indiana/USDA-010922-001/2022|H5N1|PA|2.3.4.4b|B1.2|wild-bird|Indiana|2022-04-08	2022-04-08	2022.267123	2022.267123	2022.267123
EPI2613602|A/great_horned_owl/New_York/23-005127-001-original/2023|H5N1|PA|2.3.4.4b||wild-bird|New_York|2023-02-10	2023-02-10	2023.110959	2023.110959	2023.110959
91.6/94	2022-03-01	2022.163014	2022.047876	2022.163014
EPI2711104|A/Lesser_Scaup/Florida/USDA-010679-001/2022|H5N1|PA|2.3.4.4b|B1.2|wild-bird|Florida|2022-04-04	2022-04-04	2022.256164	2022.256164	2022.256164
EPI2711125|A/Hooded_Merganser/Florida/USDA-007915-003/2022|H5N1|PA|2.3.4.4b||wild-bird|Florida|2022-03-01	2022-03-01	2022.163014	2022.163014	2022.163014
EPI2188336|A/hooded_merganser/Florida/W22-154/2022|H5N1|PA|2.3.4.4b||wild-bird|Florida|2022-03-01	2022-03-01	2022.163014	2022.163014	2022.163014
NODE_0000014	2021-11-19	2021.883401	2021.662447	2022.133129
EPI2703285|A/Snowy_Owl/Michigan/USDA-008506-002/2022|H5N1|PA|2.3.4.4b|B1.2|wild-bird|Michigan|2022-03-17	2022-03-17	2022.206849	2022.206849	2022.206849
NODE_0000009	2021-12-26	2021.986295	2021.817862	2022.148445
EPI2709649|A/Backyard_bird/Michigan/USDA-008890-006/2022|H5N1|PA|2.3.4.4b||wild-bird|Michigan|2022-03-22	2022-03-22	2022.220548	2022.220548	2022.220548
NODE_0000010	2022-01-26	2022.069215	2021.894010	2022.179452
EPI2455039|A/Vulpes_vulpes/USA/115912/2022|H5N1|PA|2.3.4.4b||mammal|USA|2022-05-20	2022-05-20	2022.382192	2022.382192	2022.382192
NODE_0000011	2022-02-20	2022.139204	2022.018286	2022.179452
EPI2707661|A/Bald_Eagle/Ohio/USDA-007697-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Ohio|2022-03-07	2022-03-07	2022.179452	2022.179452	2022.179452
NODE_0000012	2022-03-07	2022.178947	2022.088595	2022.206849
EPI2703317|A/Snowy_Owl/Michigan/USDA-008506-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Michigan|2022-03-17	2022-03-17	2022.206849	2022.206849	2022.206849
NODE_0000013	2022-03-23	2022.223288	2022.151661	2022.223288
EPI2705335|A/Wood_Duck/Michigan/USDA-009361-015/2022|H5N1|PA|2.3.4.4b||wild-bird|Michigan|2022-03-23	2022-03-23	2022.223288	2022.223288	2022.223288
EPI2707926|A/Bald_Eagle/Michigan/USDA-012056-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Michigan|2022-04-14	2022-04-14	2022.283562	2022.283562	2022.283562
99.5/99	2019-12-26	2019.985140	2019.388871	2020.855040
EPI2181656|A/snow_goose/North_Dakota/N22-04/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-04-08	2022-04-08	2022.267123	2022.267123	2022.267123
80.9/62	2021-02-25	2021.153212	2020.943928	2021.667483
EPI2713031|A/Great_Horned_Owl/Minnesota/USDA-011871-012/2022|H5N1|PA|2.3.4.4b||wild-bird|Minnesota|2022-04-15	2022-04-15	2022.286301	2022.286301	2022.286301
98.5/100	2022-03-08	2022.183396	2021.907043	2022.470106
EPI2260754|A/chicken/Florida/22-036767-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Florida|2022-11-14	2022-11-14	2022.869863	2022.869863	2022.869863
EPI2263887|A/chicken/Florida/22-033389-001-original/2022|H5N1|PA|2.3.4.4b|B2.2|poultry|Florida|2022-10-18	2022-10-18	2022.795890	2022.795890	2022.795890
EPI2260778|A/chicken/North_Dakota/22-036126-001-original/2022|H5N1|PA|2.3.4.4b||poultry|North_Dakota|2022-11-08	2022-11-08	2022.853425	2022.853425	2022.853425
EPI2260522|A/chicken/Maine/22-037360-002-original/2022|H5N1|PA|2.3.4.4b||poultry|Maine|2022-11-16	2022-11-16	2022.875342	2022.875342	2022.875342
NODE_0000018	2021-04-03	2021.253149	2020.930105	2021.838122
89.7/91	2021-11-23	2021.894330	2021.580896	2022.174405
EPI2711076|A/Hooded_Merganser/Minnesota/USDA-012024-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Minnesota|2022-04-12	2022-04-12	2022.278082	2022.278082	2022.278082
EPI2703725|A/Red-tailed_Hawk/Minnesota/USDA-012668-006/2022|H5N1|PA|2.3.4.4b||wild-bird|Minnesota|2022-04-25	2022-04-25	2022.313699	2022.313699	2022.313699
NODE_0000067	2021-05-08	2021.348416	2021.099197	2021.850406
EPI2705579|A/Wood_Duck/Minnesota/USDA-012670-001/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-19	2022-04-19	2022.297260	2022.297260	2022.297260
NODE_0000025	2021-06-08	2021.432952	2021.217216	2021.864737
EPI2246716|A/turkey/South_Dakota/22-013454-001-original/2022|H5N1|PA|2.3.4.4b||poultry|South_Dakota|2022-04-30	2022-04-30	2022.327397	2022.327397	2022.327397
NODE_0000036	2021-07-03	2021.503057	2021.228119	2021.959456
EPI2712107|A/Great_Horned_Owl/Minnesota/USDA-012931-007/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-22	2022-04-22	2022.305479	2022.305479	2022.305479
NODE_0000038	2021-07-24	2021.561431	2021.326418	2021.972059
EPI2712083|A/Great_Horned_Owl/Minnesota/USDA-013128-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Minnesota|2022-04-27	2022-04-27	2022.319178	2022.319178	2022.319178
NODE_0000047	2021-08-11	2021.610554	2021.337911	2022.003007
95/93	2022-03-25	2022.228767	2022.028539	2022.228767
EPI2029346|A/turkey/Minnesota/22-009182-003-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-03-25	2022-03-25	2022.228767	2022.228767	2022.228767
EPI2706398|A/turkey/Minnesota/USDA-009182-004/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-03-25	2022-03-25	2022.228767	2022.228767	2022.228767
NODE_0000019	2021-08-27	2021.654329	2021.415266	2022.009822
EPI2067430|A/turkey/Minnesota/22-010092-002-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-04-03	2022-04-03	2022.253425	2022.253425	2022.253425
NODE_0000020	2021-09-10	2021.692404	2021.489254	2022.015780
EPI2243407|A/chicken/Idaho/22-011347-002-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Idaho|2022-04-14	2022-04-14	2022.283562	2022.283562	2022.283562
NODE_0000021	2021-09-22	2021.725215	2021.551343	2022.014663
EPI2712842|A/Great_Horned_Owl/Minnesota/USDA-011871-006/2022|H5N1|PA|2.3.4.4b||wild-bird|Minnesota|2022-04-15	2022-04-15	2022.286301	2022.286301	2022.286301
NODE_0000022	2021-10-03	2021.755822	2021.607765	2022.014387
EPI2709119|A/American_Crow/North_Dakota/USDA-013140-003/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-04-21	2022-04-21	2022.302740	2022.302740	2022.302740
NODE_0000023	2021-10-13	2021.783244	2021.656794	2022.014399
EPI2705639|A/Vulture/Montana/USDA-012936-010/2022|H5N1|PA|2.3.4.4b||wild-bird|Montana|2022-04-24	2022-04-24	2022.310959	2022.310959	2022.310959
NODE_0000024	2021-10-23	2021.808814	2021.699513	2022.014442
85.4/66	2021-12-01	2021.915133	2021.812153	2022.086614
EPI2711206|A/Herring_Gull/Wisconsin/USDA-012771-002/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Wisconsin|2022-04-20	2022-04-20	2022.300000	2022.300000	2022.300000
EPI2702871|A/Snow_Goose/South_Dakota/USDA-009478-009/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|South_Dakota|2022-03-18	2022-03-18	2022.209589	2022.209589	2022.209589
EPI2704369|A/Red-tailed_Hawk/Iowa/USDA-011298-001/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Iowa|2022-04-13	2022-04-13	2022.280822	2022.280822	2022.280822
EPI2702219|A/Snow_Goose/North_Dakota/USDA-009483-001/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-03-22	2022-03-22	2022.220548	2022.220548	2022.220548
EPI2246108|A/duck/Wisconsin/22-012376-002-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Wisconsin|2022-04-21	2022-04-21	2022.302740	2022.302740	2022.302740
EPI2712392|A/goose/South_Dakota/USDA-008571-002/2022|H5N1|PA|2.3.4.4b||poultry|South_Dakota|2022-03-14	2022-03-14	2022.198630	2022.198630	2022.198630
EPI2711779|A/goose/South_Dakota/USDA-008382-001/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|South_Dakota|2022-03-16	2022-03-16	2022.204110	2022.204110	2022.204110
NODE_0000081	2021-12-16	2021.956394	2021.816764	2022.151468
EPI2074536|A/turkey/Minnesota/22-010124-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-04-04	2022-04-04	2022.256164	2022.256164	2022.256164
NODE_0000062	2021-12-29	2021.994280	2021.873957	2022.163014
EPI2711433|A/Hawk/North_Dakota/USDA-012638-001/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-09	2022-04-09	2022.269863	2022.269863	2022.269863
NODE_0000063	2022-01-11	2022.028537	2021.928139	2022.163014
EPI2179632|A/turkey/Wisconsin/22-010935-002-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Wisconsin|2022-04-10	2022-04-10	2022.272603	2022.272603	2022.272603
NODE_0000064	2022-01-23	2022.060745	2021.972927	2022.163014
EPI2705129|A/Wood_Duck/Minnesota/USDA-012022-002/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-14	2022-04-14	2022.283562	2022.283562	2022.283562
NODE_0000065	2022-02-03	2022.091293	2022.009332	2022.163014
EPI2703003|A/turkey_Vulture/North_Dakota/USDA-013149-001/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-04-25	2022-04-25	2022.313699	2022.313699	2022.313699
NODE_0000026	2022-02-14	2022.121361	2022.042171	2022.163014
EPI2712802|A/goose/Missouri/USDA-012338-014/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Missouri|2022-03-01	2022-03-01	2022.163014	2022.163014	2022.163014
NODE_0000027	2022-02-23	2022.146364	2022.068801	2022.184932
EPI2711811|A/goose/South_Dakota/USDA-007946-003/2022|H5N1|PA|2.3.4.4b||poultry|South_Dakota|2022-03-09	2022-03-09	2022.184932	2022.184932	2022.184932
NODE_0000028	2022-03-02	2022.164696	2022.097141	2022.198630
EPI2703671|A/Red-tailed_Hawk/Kansas/USDA-008980-002/2022|H5N1|PA|2.3.4.4b||wild-bird|Kansas|2022-03-14	2022-03-14	2022.198630	2022.198630	2022.198630
NODE_0000029	2022-03-08	2022.182675	2022.124981	2022.209589
EPI2704796|A/Snow_Goose/Colorado/USDA-008935-006/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Colorado|2022-03-18	2022-03-18	2022.209589	2022.209589	2022.209589
NODE_0000030	2022-03-14	2022.198230	2022.132585	2022.239726
EPI2702618|A/Snow_Goose/North_Dakota/USDA-009399-001/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-03-29	2022-03-29	2022.239726	2022.239726	2022.239726
NODE_0000031	2022-03-19	2022.211270	2022.157557	2022.247945
EPI2702747|A/Snow_Goose/North_Dakota/USDA-010663-006/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-04-01	2022-04-01	2022.247945	2022.247945	2022.247945
NODE_0000032	2022-03-24	2022.226824	2022.185833	2022.247945
EPI2702627|A/Snow_Goose/North_Dakota/USDA-010663-012/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-01	2022-04-01	2022.247945	2022.247945	2022.247945
NODE_0000033	2022-03-30	2022.241995	2022.207412	2022.256164
EPI2704312|A/Ross_s_Goose/Minnesota/USDA-011226-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Minnesota|2022-04-05	2022-04-05	2022.258904	2022.258904	2022.258904
NODE_0000034	2022-04-04	2022.256164	2022.228936	2022.256164
EPI2074640|A/turkey/South_Dakota/22-010137-002-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|South_Dakota|2022-04-04	2022-04-04	2022.256164	2022.256164	2022.256164
EPI2074888|A/turkey/South_Dakota/22-010346-001-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|South_Dakota|2022-04-04	2022-04-04	2022.256164	2022.256164	2022.256164
NODE_0000035	2021-11-03	2021.838957	2021.715184	2022.071921
85.2/61	2022-02-15	2022.124370	2021.956615	2022.246477
EPI2708175|A/Bald_Eagle/Minnesota/USDA-012668-010/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-25	2022-04-25	2022.313699	2022.313699	2022.313699
EPI2712770|A/Great_Horned_Owl/Minnesota/USDA-011871-011/2022|H5N1|PA|2.3.4.4b||wild-bird|Minnesota|2022-04-15	2022-04-15	2022.286301	2022.286301	2022.286301
EPI2707441|A/Bald_Eagle/Minnesota/USDA-011229-001/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-06	2022-04-06	2022.261644	2022.261644	2022.261644
NODE_0000037	2021-11-13	2021.868402	2021.718445	2022.081081
83.8/67	2022-03-03	2022.168987	2021.991807	2022.217808
EPI2702805|A/Snow_Goose/North_Dakota/USDA-011578-008/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-04-10	2022-04-10	2022.272603	2022.272603	2022.272603
EPI2702546|A/Snow_Goose/North_Dakota/USDA-009410-001/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-03-21	2022-03-21	2022.217808	2022.217808	2022.217808
NODE_0000039	2021-11-24	2021.897624	2021.768746	2022.082581
EPI2702941|A/Snow_Goose/Missouri/USDA-011404-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Missouri|2022-03-08	2022-03-08	2022.182192	2022.182192	2022.182192
NODE_0000040	2021-12-04	2021.923891	2021.796214	2022.104210
EPI2712825|A/goose/Missouri/USDA-012338-010/2022|H5N1|PA|2.3.4.4b||poultry|Missouri|2022-03-18	2022-03-18	2022.209589	2022.209589	2022.209589
NODE_0000041	2021-12-13	2021.948463	2021.830217	2022.117762
EPI2702301|A/Snow_Goose/North_Dakota/USDA-009481-010/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-03-23	2022-03-23	2022.223288	2022.223288	2022.223288
NODE_0000042	2021-12-21	2021.972078	2021.862560	2022.129970
EPI2035101|A/turkey/Minnesota/22-009314-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-03-28	2022-03-28	2022.236986	2022.236986	2022.236986
NODE_0000043	2021-12-29	2021.993892	2021.894958	2022.139128
EPI2711898|A/goose/Wyoming/USDA-010373-001/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Wyoming|2022-03-31	2022-03-31	2022.245205	2022.245205	2022.245205
NODE_0000044	2022-01-06	2022.014438	2021.927229	2022.142599
EPI2705052|A/Ross_s_Goose/North_Dakota/USDA-010663-020/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-01	2022-04-01	2022.247945	2022.247945	2022.247945
NODE_0000045	2022-01-13	2022.033902	2021.953506	2022.152323
EPI2702507|A/Snow_Goose/North_Dakota/USDA-011033-005/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-05	2022-04-05	2022.258904	2022.258904	2022.258904
NODE_0000046	2022-01-20	2022.052743	2021.979609	2022.156689
82.9/83	2022-04-06	2022.261644	2022.139052	2022.261644
EPI2179328|A/turkey/Minnesota/22-010771-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-04-06	2022-04-06	2022.261644	2022.261644	2022.261644
EPI2706411|A/turkey/Minnesota/USDA-010771-005/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Minnesota|2022-04-06	2022-04-06	2022.261644	2022.261644	2022.261644
NODE_0000048	2022-01-27	2022.072047	2022.002577	2022.169449
EPI2705939|A/chicken/Nebraska/USDA-010905-001/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Nebraska|2022-04-11	2022-04-11	2022.275342	2022.275342	2022.275342
NODE_0000049	2022-02-03	2022.091049	2022.024918	2022.181865
EPI2243668|A/turkey/Minnesota/22-011794-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-04-16	2022-04-16	2022.289041	2022.289041	2022.289041
NODE_0000050	2022-02-09	2022.108979	2022.022800	2022.198630
EPI2053909|A/fox/Minnesota/22-014660-002-original/2022|H5N1|PA|2.3.4.4b|B2.1|mammal|Minnesota|2022-05-10	2022-05-10	2022.354795	2022.354795	2022.354795
NODE_0000051	2022-02-16	2022.126909	2022.055517	2022.198630
EPI2258947|A/duck/Minnesota/22-014663-004-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Minnesota|2022-05-10	2022-05-10	2022.354795	2022.354795	2022.354795
NODE_0000052	2022-02-22	2022.144024	2022.073794	2022.198630
EPI2259171|A/chicken/North_Dakota/22-015199-002-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|North_Dakota|2022-05-15	2022-05-15	2022.368493	2022.368493	2022.368493
NODE_0000053	2022-02-28	2022.160688	2022.100021	2022.198630
NODE_0000054	2022-03-14	2022.198630	2022.148391	2022.198630
EPI2711013|A/Lesser_Snow_Goose_White/Iowa/USDA-007679-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Iowa|2022-03-14	2022-03-14	2022.198630	2022.198630	2022.198630
EPI2710795|A/Lesser_Snow_Goose_White/Iowa/USDA-007679-003/2022|H5N1|PA|2.3.4.4b||wild-bird|Iowa|2022-03-14	2022-03-14	2022.198630	2022.198630	2022.198630
NODE_0000055	2022-03-08	2022.181453	2022.128422	2022.209589
EPI2712850|A/goose/Missouri/USDA-012338-008/2022|H5N1|PA|2.3.4.4b||poultry|Missouri|2022-03-18	2022-03-18	2022.209589	2022.209589	2022.209589
NODE_0000056	2022-03-14	2022.198623	2022.125998	2022.256164
EPI2702398|A/Snow_Goose/North_Dakota/USDA-011035-005/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-04	2022-04-04	2022.256164	2022.256164	2022.256164
NODE_0000057	2022-03-20	2022.214442	2022.155660	2022.256164
EPI2179272|A/turkey/Minnesota/22-010654-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-04-04	2022-04-04	2022.256164	2022.256164	2022.256164
NODE_0000058	2022-03-27	2022.233482	2022.179192	2022.269863
EPI2179712|A/turkey/Minnesota/22-010995-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-04-09	2022-04-09	2022.269863	2022.269863	2022.269863
NODE_0000059	2022-04-02	2022.251187	2022.208511	2022.272603
EPI2179704|A/chicken/Minnesota/22-010994-002-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Minnesota|2022-04-10	2022-04-10	2022.272603	2022.272603	2022.272603
NODE_0000060	2022-04-08	2022.266653	2022.231808	2022.278082
EPI2179728|A/pheasant/South_Dakota/22-011098-001-original/2022|H5N1|PA|2.3.4.4b||wild-bird|South_Dakota|2022-04-12	2022-04-12	2022.278082	2022.278082	2022.278082
NODE_0000061	2022-04-13	2022.280822	2022.252756	2022.280822
EPI2712331|A/Great_Horned_Owl/Minnesota/USDA-012414-001/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-13	2022-04-13	2022.280822	2022.280822	2022.280822
EPI2711847|A/goose/Wyoming/USDA-011671-001/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Wyoming|2022-04-13	2022-04-13	2022.280822	2022.280822	2022.280822
0/2	2021-04-03	2021.253902	2021.090402	2021.698827
87/86	2021-08-07	2021.598339	2021.370033	2021.948095
EPI2017195|A/chicken/Nebraska/22-009006-001-original/2022|H5N1|PA|2.3.4.4b|A1|poultry|Nebraska|2022-03-23	2022-03-23	2022.223288	2022.223288	2022.223288
76.8/64	2021-11-15	2021.873317	2021.646294	2022.082871
EPI2703474|A/Snow_Goose/Kansas/USDA-007919-003/2022|H5N1|PA|2.3.4.4b|A1|wild-bird|Kansas|2022-03-04	2022-03-04	2022.171233	2022.171233	2022.171233
93/87	2022-02-03	2022.090845	2021.934502	2022.176776
EPI2703848|A/Snow_Goose/Kansas/USDA-008980-003/2022|H5N1|PA|2.3.4.4b||wild-bird|Kansas|2022-03-12	2022-03-12	2022.193151	2022.193151	2022.193151
EPI2176467|A/snow_goose/Kansas/W22-199A/2022|H5N1|PA|2.3.4.4b||wild-bird|Kansas|2022-03-14	2022-03-14	2022.198630	2022.198630	2022.198630
NODE_0000066	2021-09-09	2021.689574	2021.261281	2022.106443
84.3/62	2022-02-18	2022.133071	2021.872580	2022.160274
EPI2711045|A/Hooded_Merganser/Missouri/USDA-007184-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Missouri|2022-02-28	2022-02-28	2022.160274	2022.160274	2022.160274
EPI2710176|A/Backyard_bird/Wisconsin/USDA-009934-002/2022|H5N1|PA|2.3.4.4b|A1|wild-bird|Wisconsin|2022-03-31	2022-03-31	2022.245205	2022.245205	2022.245205
NODE_0000068	2021-11-21	2021.888406	2021.606483	2022.144938
85.1/64	2022-03-03	2022.168700	2021.932421	2022.193151
EPI2176413|A/snow_goose/Kansas/W22-199D/2022|H5N1|PA|2.3.4.4b||wild-bird|Kansas|2022-03-12	2022-03-12	2022.193151	2022.193151	2022.193151
EPI2298217|A/eared_grebe/North_Dakota/245625/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-06-16	2022-06-16	2022.456164	2022.456164	2022.456164
NODE_0000070	2022-01-29	2022.077921	2021.851978	2022.184947
EPI2181648|A/snow_goose/North_Dakota/N22-06/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-04-08	2022-04-08	2022.267123	2022.267123	2022.267123
EPI2705347|A/goose/Missouri/USDA-012338-006/2022|H5N1|PA|2.3.4.4b|A1|poultry|Missouri|2022-03-15	2022-03-15	2022.201370	2022.201370	2022.201370
NODE_0000000	2021-04-21	2021.303105	2021.167708	2021.705901
EPI2709634|A/Backyard_bird/Nebraska/USDA-009190-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Nebraska|2022-03-24	2022-03-24	2022.226027	2022.226027	2022.226027
NODE_0000132	2021-05-22	2021.388233	2021.167969	2021.850871
85.5/63	2021-09-11	2021.694729	2021.475307	2022.010668
EPI2246676|A/chicken/Wisconsin/22-013446-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Wisconsin|2022-04-29	2022-04-29	2022.324658	2022.324658	2022.324658
EPI2710149|A/American_White_Pelican/Missouri/USDA-006970-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Missouri|2022-02-28	2022-02-28	2022.160274	2022.160274	2022.160274
NODE_0000113	2021-11-15	2021.873560	2021.645702	2022.141644
EPI2246156|A/chicken/North_Dakota/22-012538-002-original/2022|H5N1|PA|2.3.4.4b|B3.1|poultry|North_Dakota|2022-04-25	2022-04-25	2022.313699	2022.313699	2022.313699
NODE_0000075	2022-01-09	2022.022149	2021.811629	2022.187119
EPI2259075|A/goose/Idaho/22-014944-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Idaho|2022-05-11	2022-05-11	2022.357534	2022.357534	2022.357534
NODE_0000076	2022-03-06	2022.176332	2021.965543	2022.204110
EPI2712555|A/Great_Horned_Owl/North_Dakota/USDA-011571-001/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-04-11	2022-04-11	2022.275342	2022.275342	2022.275342
EPI2703164|A/Snow_Goose/South_Dakota/USDA-008383-004/2022|H5N1|PA|2.3.4.4b||wild-bird|South_Dakota|2022-03-16	2022-03-16	2022.204110	2022.204110	2022.204110
NODE_0000116	2021-06-28	2021.488806	2021.208051	2021.899693
EPI2702785|A/turkey/Indiana/USDA-005328-001/2022|H5N1|PA|2.3.4.4b||poultry|Indiana|2022-02-18	2022-02-18	2022.132877	2022.132877	2022.132877
NODE_0000117	2021-07-27	2021.568416	2021.350821	2021.899797
83.5/62	2021-11-04	2021.843139	2021.648763	2022.062096
EPI2067311|A/turkey/Minnesota/22-009997-001-original/2022|H5N1|PA|2.3.4.4b|A1|poultry|Minnesota|2022-04-02	2022-04-02	2022.250685	2022.250685	2022.250685
EPI2704156|A/Ross_s_Goose/Missouri/USDA-012338-012/2022|H5N1|PA|2.3.4.4b|B5.1|wild-bird|Missouri|2022-03-01	2022-03-01	2022.163014	2022.163014	2022.163014
NODE_0000119	2021-12-30	2021.996169	2021.810884	2022.161660
EPI2016915|A/turkey/South_Dakota/22-008239-001-original/2022|H5N1|PA|2.3.4.4b||poultry|South_Dakota|2022-03-17	2022-03-17	2022.206849	2022.206849	2022.206849
NODE_0000073	2022-02-19	2022.136120	2021.946971	2022.225586
EPI2702570|A/Snow_Goose/North_Dakota/USDA-009399-003/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-03-29	2022-03-29	2022.239726	2022.239726	2022.239726
