name, date
A/cattle/Texas/24-009110-022/2024|2024-03-14, 2024.20
A/cattle/Texas/24-009110-023/2024|2024-03-14, 2024.20
A/cattle/Texas/24-009110-024/2024|2024-03-14, 2024.20
A/cattle/Texas/24-009110-025/2024|2024-03-14, 2024.20
A/cattle/Texas/24-009110-026/2024|2024-03-14, 2024.20
A/cattle/Texas/24-009110-027/2024|2024-03-14, 2024.20
A/cat/New_Mexico/24-009116-001/2024|2024-03-20, 2024.22
A/cat/New_Mexico/24-009116-002/2024|2024-03-20, 2024.22
A/cat/New_Mexico/24-009116-004/2024|2024-03-20, 2024.22
A/cat/New_Mexico/24-009116-005/2024|2024-03-20, 2024.22
A/cat/Oklahoma/24-009118-002/2024|2024-03-20, 2024.22
A/cattle/Texas/24-009290-001/2024|2024-03-13, 2024.20
A/cattle/Texas/24-009290-005/2024|2024-03-13, 2024.20
A/cattle/Texas/24-009290-006/2024|2024-03-13, 2024.20
A/cattle/New_Mexico/24-009306-003/2024|2024-03-25, 2024.23
A/cattle/New_Mexico/24-009306-004/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009308-001/2024|2024-03-19, 2024.22
A/cattle/Texas/24-009308-002/2024|2024-03-19, 2024.22
A/cattle/Texas/24-009308-003/2024|2024-03-19, 2024.22
A/cattle/Texas/24-009308-004/2024|2024-03-19, 2024.22
A/cattle/Texas/24-009308-006/2024|2024-03-19, 2024.22
A/cattle/Texas/24-009308-008/2024|2024-03-19, 2024.22
A/cattle/New_Mexico/24-009309-001/2024|2024-03-16, 2024.21
A/cattle/New_Mexico/24-009309-002/2024|2024-03-16, 2024.21
A/cattle/New_Mexico/24-009309-004/2024|2024-03-16, 2024.21
A/cattle/Texas/24-009310-005/2024|2024-03-21, 2024.22
A/cattle/Texas/24-009310-006/2024|2024-03-21, 2024.22
A/cattle/Texas/24-009310-007/2024|2024-03-21, 2024.22
A/cattle/Texas/24-009310-009/2024|2024-03-21, 2024.22
A/cattle/Texas/24-009310-010/2024|2024-03-21, 2024.22
A/cat/Texas/24-009311-004/2024|2024-03-16, 2024.21
A/cat/Texas/24-009311-006/2024|2024-03-16, 2024.21
A/cattle/Texas/24-009367-001/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009367-002/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009367-003/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009367-004/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009367-005/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009367-007/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009367-009/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009367-010/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009367-011/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009367-012/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009367-013/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009367-014/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009367-016/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009367-018/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009367-023/2024|2024-03-25, 2024.23
A/cattle/Idaho/24-009491-001/2024|2024-03-27, 2024.24
A/cattle/Idaho/24-009491-002/2024|2024-03-27, 2024.24
A/cattle/Idaho/24-009491-003/2024|2024-03-27, 2024.24
A/cattle/Idaho/24-009491-005/2024|2024-03-27, 2024.24
A/cattle/Idaho/24-009491-006/2024|2024-03-27, 2024.24
A/cattle/Idaho/24-009491-007/2024|2024-03-27, 2024.24
A/cattle/Texas/24-009495-001/2024|2024-03-21, 2024.22
A/cattle/Texas/24-009495-002/2024|2024-03-21, 2024.22
A/cattle/Texas/24-009495-003/2024|2024-03-21, 2024.22
A/cattle/Texas/24-009495-004/2024|2024-03-21, 2024.22
A/cattle/Texas/24-009495-005/2024|2024-03-21, 2024.22
A/cattle/Texas/24-009495-007/2024|2024-03-21, 2024.22
A/cattle/Texas/24-009495-008/2024|2024-03-21, 2024.22
A/cattle/Texas/24-009495-009/2024|2024-03-21, 2024.22
A/cattle/Texas/24-009495-010/2024|2024-03-21, 2024.22
A/cattle/Texas/24-009495-011/2024|2024-03-21, 2024.22
A/cattle/Texas/24-009495-012/2024|2024-03-21, 2024.22
A/raccoon/New_Mexico/24-009496-002/2024|2024-03-23, 2024.23
A/cattle/Kansas/24-009497-003/2024|2024-03-25, 2024.23
A/cattle/Kansas/24-009497-004/2024|2024-03-25, 2024.23
A/cattle/Kansas/24-009497-005/2024|2024-03-25, 2024.23
A/cattle/Kansas/24-009497-006/2024|2024-03-25, 2024.23
A/cattle/Kansas/24-009497-007/2024|2024-03-25, 2024.23
A/cattle/Kansas/24-009497-008/2024|2024-03-25, 2024.23
A/cattle/Kansas/24-009497-009/2024|2024-03-25, 2024.23
A/cattle/Kansas/24-009497-010/2024|2024-03-25, 2024.23
A/cattle/Kansas/24-009497-011/2024|2024-03-25, 2024.23
A/cattle/Kansas/24-009497-012/2024|2024-03-25, 2024.23
A/cattle/Kansas/24-009497-014/2024|2024-03-25, 2024.23
A/cattle/Texas/24-009499-001/2024|2024-03-17, 2024.21
A/cattle/Texas/24-009499-002/2024|2024-03-17, 2024.21
A/chicken/Michigan/24-009582-001/2024|2024-04-01, 2024.25
A/chicken/Michigan/24-009582-002/2024|2024-04-01, 2024.25
A/chicken/Michigan/24-009582-003/2024|2024-04-01, 2024.25
A/cattle/Ohio/24-009586-001/2024|2024-03-29, 2024.24
A/cattle/Ohio/24-009586-002/2024|2024-03-29, 2024.24
A/cattle/Ohio/24-009586-003/2024|2024-03-29, 2024.24
A/cattle/Ohio/24-009586-005/2024|2024-03-29, 2024.24
A/cattle/Ohio/24-009586-006/2024|2024-03-29, 2024.24
A/cattle/Ohio/24-009586-007/2024|2024-03-29, 2024.24
A/cattle/Ohio/24-009586-008/2024|2024-03-29, 2024.24
A/cattle/Ohio/24-009586-009/2024|2024-03-29, 2024.24
A/cattle/Ohio/24-009586-010/2024|2024-03-29, 2024.24
A/chicken/Texas/24-009654-001/2024|2024-04-01, 2024.25
A/chicken/Texas/24-009654-004/2024|2024-04-01, 2024.25
A/cattle/Texas/24-009775-001/2024|2024-03-10, 2024.19
A/cattle/Texas/24-009776-001/2024|2024-03-10, 2024.19
A/cattle/Texas/24-009776-002/2024|2024-03-10, 2024.19
A/cattle/Texas/24-009776-004/2024|2024-03-10, 2024.19
A/cattle/Texas/24-009776-015/2024|2024-03-10, 2024.19
A/cattle/Michigan/24-010071-001/2024|2024-04-01, 2024.25
A/cattle/Michigan/24-010071-002/2024|2024-04-01, 2024.25
A/cattle/Michigan/24-010071-003/2024|2024-04-01, 2024.25
A/cattle/Michigan/24-010071-005/2024|2024-04-01, 2024.25
A/cattle/Michigan/24-010071-006/2024|2024-04-01, 2024.25
A/cattle/Michigan/24-010071-007/2024|2024-04-01, 2024.25
A/cattle/Michigan/24-010071-008/2024|2024-04-01, 2024.25
A/cattle/Michigan/24-010071-009/2024|2024-04-01, 2024.25
A/cattle/Michigan/24-010071-010/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010192-003/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010192-006/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010193-003/2024|2024-03-29, 2024.24
A/cattle/New_Mexico/24-010193-006/2024|2024-03-29, 2024.24
A/cattle/New_Mexico/24-010193-007/2024|2024-03-29, 2024.24
A/cattle/New_Mexico/24-010194-001/2024|2024-03-15, 2024.21
A/cattle/New_Mexico/24-010195-001/2024|2024-03-15, 2024.21
A/cattle/New_Mexico/24-010195-004/2024|2024-03-15, 2024.21
A/cattle/Michigan/24-010303-001-300/2024|2024-04-03, 2024.25
A/cattle/Michigan/24-010303-001/2024|2024-04-03, 2024.25
A/cattle/Michigan/24-010303-002-300/2024|2024-04-03, 2024.25
A/cattle/Michigan/24-010303-002/2024|2024-04-03, 2024.25
A/chicken/Michigan/24-010308-001-300/2024|2024-04-06, 2024.26
A/chicken/Michigan/24-010308-006-300/2024|2024-04-06, 2024.26
A/chicken/Michigan/24-010308-007-300/2024|2024-04-06, 2024.26
A/chicken/Michigan/24-010308-007/2024|2024-04-06, 2024.26
A/chicken/Michigan/24-010308-012-300/2024|2024-04-06, 2024.26
A/chicken/Michigan/24-010308-012/2024|2024-04-06, 2024.26
A/cattle/North_Carolina/24-010327-002/2024|2024-04-04, 2024.26
A/cattle/North_Carolina/24-010327-003-300/2024|2024-04-04, 2024.26
A/cattle/North_Carolina/24-010327-003/2024|2024-04-04, 2024.26
A/cattle/North_Carolina/24-010327-005/2024|2024-04-04, 2024.26
A/cattle/New_Mexico/24-010330-002-300/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010330-002/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010330-003-300/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010330-003/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010330-004-300/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010330-005-300/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010330-005/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010330-006-300/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010330-007-300/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010330-007/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010330-008-300/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010330-008/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010330-009-300/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010330-011-300/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010330-012-300/2024|2024-04-01, 2024.25
A/cattle/New_Mexico/24-010330-013-300/2024|2024-04-01, 2024.25
A/cattle/Texas/24-010331-001-300/2024|2024-03-14, 2024.20
A/cattle/Texas/24-010331-001/2024|2024-03-14, 2024.20
A/cattle/South_Dakota/24-010354-001-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-001/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-002-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-002/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-003-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-003/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-004-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-005-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-005/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-006-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-008-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-008/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-009-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-010-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-011-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-011/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-012-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-012/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-013-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-014-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-015-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-016-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-017-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-018-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-019-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-020-300/2024|2024-04-05, 2024.26
A/cattle/South_Dakota/24-010354-020/2024|2024-04-05, 2024.26
A/chicken/Kansas/24-010482-001/2024|2024-04-08, 2024.27
A/cattle/New_Mexico/24-010512-001/2024|2024-04-02, 2024.25
A/cattle/Texas/24-010513-002/2024|2024-03-20, 2024.22
A/cattle/Texas/24-010513-003/2024|2024-03-20, 2024.22
A/cattle/Texas/24-010513-004/2024|2024-03-20, 2024.22
A/cattle/Texas/24-010513-006/2024|2024-03-28, 2024.24
A/cattle/Texas/24-010513-007/2024|2024-03-20, 2024.22
A/cattle/Texas/24-010514-002/2024|2024-04-03, 2024.25
EPI_ISL_19014400|2024-02-23, 2024.15
EPI_ISL_19014398|2024-02-14, 2024.12
EPI_ISL_19014396|2024-01-25, 2024.07
EPI_ISL_19027114|2024-03-28, 2024.24
