#Dates of nodes that didn't have a specified date are inferred from the root-to-tip regression.
name, date, root-to-tip distance, clock-deviation
EPI2705639|A/Vulture/Montana/USDA-012936-010/2022|H5N1|PA|2.3.4.4b||wild-bird|Montana|2022-04-24, 2022.3109589041096, 0.075635, -0.000940
EPI2246716|A/turkey/South_Dakota/22-013454-001-original/2022|H5N1|PA|2.3.4.4b||poultry|South_Dakota|2022-04-30, 2022.327397260274, 0.076658, 0.000028
EPI2702301|A/Snow_Goose/North_Dakota/USDA-009481-010/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-03-23, 2022.2232876712328, 0.075170, -0.001106
EPI2712083|A/Great_Horned_Owl/Minnesota/USDA-013128-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Minnesota|2022-04-27, 2022.3191780821917, 0.076159, -0.000444
EPI2705052|A/Ross_s_Goose/North_Dakota/USDA-010663-020/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-01, 2022.2479452054795, 0.075170, -0.001190
EPI2712107|A/Great_Horned_Owl/Minnesota/USDA-012931-007/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-22, 2022.305479452055, 0.076201, -0.000354
EPI2711898|A/goose/Wyoming/USDA-010373-001/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Wyoming|2022-03-31, 2022.2452054794521, 0.075169, -0.001181
EPI2053909|A/fox/Minnesota/22-014660-002-original/2022|H5N1|PA|2.3.4.4b|B2.1|mammal|Minnesota|2022-05-10, 2022.354794520548, 0.075170, -0.001554
EPI2258947|A/duck/Minnesota/22-014663-004-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Minnesota|2022-05-10, 2022.354794520548, 0.075170, -0.001554
EPI2243407|A/chicken/Idaho/22-011347-002-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Idaho|2022-04-14, 2022.2835616438356, 0.075635, -0.000846
EPI2712842|A/Great_Horned_Owl/Minnesota/USDA-011871-006/2022|H5N1|PA|2.3.4.4b||wild-bird|Minnesota|2022-04-15, 2022.286301369863, 0.075681, -0.000809
EPI2711847|A/goose/Wyoming/USDA-011671-001/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Wyoming|2022-04-13, 2022.2808219178082, 0.074716, -0.001756
EPI2712331|A/Great_Horned_Owl/Minnesota/USDA-012414-001/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-13, 2022.2808219178082, 0.074716, -0.001756
EPI2179272|A/turkey/Minnesota/22-010654-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-04-04, 2022.2561643835616, 0.074716, -0.001672
EPI2179704|A/chicken/Minnesota/22-010994-002-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Minnesota|2022-04-10, 2022.272602739726, 0.074716, -0.001728
EPI2179712|A/turkey/Minnesota/22-010995-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-04-09, 2022.2698630136986, 0.074716, -0.001719
EPI2712850|A/goose/Missouri/USDA-012338-008/2022|H5N1|PA|2.3.4.4b||poultry|Missouri|2022-03-18, 2022.2095890410958, 0.074716, -0.001513
EPI2702398|A/Snow_Goose/North_Dakota/USDA-011035-005/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-04, 2022.2561643835616, 0.074716, -0.001672
EPI2710795|A/Lesser_Snow_Goose_White/Iowa/USDA-007679-003/2022|H5N1|PA|2.3.4.4b||wild-bird|Iowa|2022-03-14, 2022.1986301369864, 0.074716, -0.001476
EPI2711013|A/Lesser_Snow_Goose_White/Iowa/USDA-007679-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Iowa|2022-03-14, 2022.1986301369864, 0.074716, -0.001476
EPI2179728|A/pheasant/South_Dakota/22-011098-001-original/2022|H5N1|PA|2.3.4.4b||wild-bird|South_Dakota|2022-04-12, 2022.2780821917809, 0.074716, -0.001747
EPI2067430|A/turkey/Minnesota/22-010092-002-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-04-03, 2022.2534246575342, 0.075635, -0.000744
EPI2705939|A/chicken/Nebraska/USDA-010905-001/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Nebraska|2022-04-11, 2022.2753424657535, 0.075185, -0.001268
EPI2709119|A/American_Crow/North_Dakota/USDA-013140-003/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-04-21, 2022.3027397260273, 0.075635, -0.000912
EPI2713031|A/Great_Horned_Owl/Minnesota/USDA-011871-012/2022|H5N1|PA|2.3.4.4b||wild-bird|Minnesota|2022-04-15, 2022.286301369863, 0.077233, 0.000742
EPI2702507|A/Snow_Goose/North_Dakota/USDA-011033-005/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-05, 2022.2589041095891, 0.075170, -0.001227
EPI2705579|A/Wood_Duck/Minnesota/USDA-012670-001/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-19, 2022.2972602739726, 0.076749, 0.000221
EPI2702941|A/Snow_Goose/Missouri/USDA-011404-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Missouri|2022-03-08, 2022.182191780822, 0.075185, -0.000950
EPI2712825|A/goose/Missouri/USDA-012338-010/2022|H5N1|PA|2.3.4.4b||poultry|Missouri|2022-03-18, 2022.2095890410958, 0.075170, -0.001059
EPI2259171|A/chicken/North_Dakota/22-015199-002-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|North_Dakota|2022-05-15, 2022.368493150685, 0.075170, -0.001601
EPI2035101|A/turkey/Minnesota/22-009314-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-03-28, 2022.2369863013698, 0.075185, -0.001137
EPI2243668|A/turkey/Minnesota/22-011794-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-04-16, 2022.2890410958903, 0.075169, -0.001331
EPI2029346|A/turkey/Minnesota/22-009182-003-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-03-25, 2022.2287671232878, 0.075664, -0.000630
EPI2706398|A/turkey/Minnesota/USDA-009182-004/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-03-25, 2022.2287671232878, 0.075664, -0.000630
EPI2711076|A/Hooded_Merganser/Minnesota/USDA-012024-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Minnesota|2022-04-12, 2022.2780821917809, 0.076087, -0.000376
EPI2703725|A/Red-tailed_Hawk/Minnesota/USDA-012668-006/2022|H5N1|PA|2.3.4.4b||wild-bird|Minnesota|2022-04-25, 2022.313698630137, 0.077145, 0.000561
EPI2179328|A/turkey/Minnesota/22-010771-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-04-06, 2022.2616438356165, 0.075184, -0.001222
EPI2706411|A/turkey/Minnesota/USDA-010771-005/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Minnesota|2022-04-06, 2022.2616438356165, 0.075184, -0.001222
EPI2702805|A/Snow_Goose/North_Dakota/USDA-011578-008/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-04-10, 2022.272602739726, 0.075621, -0.000823
EPI2702546|A/Snow_Goose/North_Dakota/USDA-009410-001/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-03-21, 2022.217808219178, 0.075168, -0.001089
EPI2708175|A/Bald_Eagle/Minnesota/USDA-012668-010/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-25, 2022.313698630137, 0.076090, -0.000494
EPI2712770|A/Great_Horned_Owl/Minnesota/USDA-011871-011/2022|H5N1|PA|2.3.4.4b||wild-bird|Minnesota|2022-04-15, 2022.286301369863, 0.075623, -0.000867
EPI2707441|A/Bald_Eagle/Minnesota/USDA-011229-001/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-06, 2022.2616438356165, 0.075169, -0.001238
EPI2260754|A/chicken/Florida/22-036767-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Florida|2022-11-14, 2022.8698630136987, 0.078979, 0.000498
EPI2263887|A/chicken/Florida/22-033389-001-original/2022|H5N1|PA|2.3.4.4b|B2.2|poultry|Florida|2022-10-18, 2022.795890410959, 0.078010, -0.000219
EPI2260778|A/chicken/North_Dakota/22-036126-001-original/2022|H5N1|PA|2.3.4.4b||poultry|North_Dakota|2022-11-08, 2022.8534246575343, 0.079984, 0.001560
EPI2260522|A/chicken/Maine/22-037360-002-original/2022|H5N1|PA|2.3.4.4b||poultry|Maine|2022-11-16, 2022.8753424657534, 0.078983, 0.000483
EPI2711206|A/Herring_Gull/Wisconsin/USDA-012771-002/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Wisconsin|2022-04-20, 2022.3, 0.076136, -0.000401
EPI2702871|A/Snow_Goose/South_Dakota/USDA-009478-009/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|South_Dakota|2022-03-18, 2022.2095890410958, 0.075621, -0.000608
EPI2712802|A/goose/Missouri/USDA-012338-014/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Missouri|2022-03-01, 2022.16301369863, 0.075168, -0.000902
EPI2704369|A/Red-tailed_Hawk/Iowa/USDA-011298-001/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Iowa|2022-04-13, 2022.2808219178082, 0.076565, 0.000093
EPI2702219|A/Snow_Goose/North_Dakota/USDA-009483-001/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-03-22, 2022.2205479452055, 0.075622, -0.000644
EPI2705129|A/Wood_Duck/Minnesota/USDA-012022-002/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-14, 2022.2835616438356, 0.075647, -0.000834
EPI2246108|A/duck/Wisconsin/22-012376-002-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Wisconsin|2022-04-21, 2022.3027397260273, 0.076634, 0.000088
EPI2179632|A/turkey/Wisconsin/22-010935-002-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Wisconsin|2022-04-10, 2022.272602739726, 0.075622, -0.000822
EPI2711433|A/Hawk/North_Dakota/USDA-012638-001/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-09, 2022.2698630136986, 0.075637, -0.000797
EPI2703003|A/turkey_Vulture/North_Dakota/USDA-013149-001/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-04-25, 2022.313698630137, 0.075637, -0.000946
EPI2712392|A/goose/South_Dakota/USDA-008571-002/2022|H5N1|PA|2.3.4.4b||poultry|South_Dakota|2022-03-14, 2022.1986301369864, 0.075621, -0.000570
EPI2711779|A/goose/South_Dakota/USDA-008382-001/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|South_Dakota|2022-03-16, 2022.204109589041, 0.076134, -0.000076
EPI2074536|A/turkey/Minnesota/22-010124-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-04-04, 2022.2561643835616, 0.075622, -0.000766
EPI2702627|A/Snow_Goose/North_Dakota/USDA-010663-012/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-01, 2022.2479452054795, 0.075168, -0.001192
EPI2702747|A/Snow_Goose/North_Dakota/USDA-010663-006/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-04-01, 2022.2479452054795, 0.075168, -0.001192
EPI2074888|A/turkey/South_Dakota/22-010346-001-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|South_Dakota|2022-04-04, 2022.2561643835616, 0.075168, -0.001220
EPI2703671|A/Red-tailed_Hawk/Kansas/USDA-008980-002/2022|H5N1|PA|2.3.4.4b||wild-bird|Kansas|2022-03-14, 2022.1986301369864, 0.075168, -0.001024
EPI2702618|A/Snow_Goose/North_Dakota/USDA-009399-001/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-03-29, 2022.2397260273972, 0.075168, -0.001164
EPI2704796|A/Snow_Goose/Colorado/USDA-008935-006/2022|H5N1|PA|2.3.4.4b|B2.1|wild-bird|Colorado|2022-03-18, 2022.2095890410958, 0.075168, -0.001061
EPI2074640|A/turkey/South_Dakota/22-010137-002-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|South_Dakota|2022-04-04, 2022.2561643835616, 0.075168, -0.001220
EPI2711811|A/goose/South_Dakota/USDA-007946-003/2022|H5N1|PA|2.3.4.4b||poultry|South_Dakota|2022-03-09, 2022.1849315068494, 0.075168, -0.000977
EPI2704312|A/Ross_s_Goose/Minnesota/USDA-011226-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Minnesota|2022-04-05, 2022.2589041095891, 0.075168, -0.001229
EPI2181648|A/snow_goose/North_Dakota/N22-06/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-04-08, 2022.2671232876712, 0.075168, -0.001257
EPI2705347|A/goose/Missouri/USDA-012338-006/2022|H5N1|PA|2.3.4.4b|A1|poultry|Missouri|2022-03-15, 2022.2013698630137, 0.075621, -0.000580
EPI2702785|A/turkey/Indiana/USDA-005328-001/2022|H5N1|PA|2.3.4.4b||poultry|Indiana|2022-02-18, 2022.1328767123289, 0.076085, 0.000118
EPI2704384|A/Ross_s_Goose/Iowa/USDA-008378-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Iowa|2022-03-15, 2022.2013698630137, 0.076151, -0.000050
EPI2074576|A/turkey/Minnesota/22-010126-002-original/2022|H5N1|PA|2.3.4.4b||poultry|Minnesota|2022-04-04, 2022.2561643835616, 0.075621, -0.000767
EPI2182107|A/red_fox/North_Dakota/22-017354-001-original/2022|H5N1|PA|2.3.4.4b||mammal|North_Dakota|2022-06-03, 2022.4205479452055, 0.075168, -0.001781
EPI2709634|A/Backyard_bird/Nebraska/USDA-009190-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Nebraska|2022-03-24, 2022.2260273972602, 0.077228, 0.000944
EPI1985973|A/turkey/Indiana/22-003707-003/2022|H5N1|PA|2.3.4.4b|A1|poultry|Indiana|2022-02-07, 2022.1027397260275, 0.075168, -0.000697
EPI2704195|A/Ross_s_Goose/South_Dakota/USDA-008384-004/2022|H5N1|PA|2.3.4.4b||wild-bird|South_Dakota|2022-03-16, 2022.204109589041, 0.075168, -0.001042
EPI2702771|A/Snow_Goose/North_Dakota/USDA-011033-003/2022|H5N1|PA|2.3.4.4b|B3.1|wild-bird|North_Dakota|2022-04-05, 2022.2589041095891, 0.075168, -0.001229
EPI2712874|A/goose/Nebraska/USDA-007179-001/2022|H5N1|PA|2.3.4.4b|A1|poultry|Nebraska|2022-03-07, 2022.1794520547944, 0.075168, -0.000958
EPI2702329|A/Snow_Goose/Kentucky/USDA-004809-002/2022|H5N1|PA|2.3.4.4b|A1|wild-bird|Kentucky|2022-02-08, 2022.1054794520549, 0.075168, -0.000706
EPI2709321|A/American_Crow/North_Dakota/USDA-010665-001/2022|H5N1|PA|2.3.4.4b|B3.1|wild-bird|North_Dakota|2022-04-01, 2022.2479452054795, 0.075657, -0.000702
EPI2710882|A/Mallard/Kentucky/USDA-005153-004/2022|H5N1|PA|2.3.4.4b||wild-bird|Kentucky|2022-02-07, 2022.1027397260275, 0.075622, -0.000242
EPI2710787|A/Black_Vulture/Maryland/USDA-012990-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Maryland|2022-04-26, 2022.3164383561643, 0.075622, -0.000971
EPI2263927|A/chicken/Iowa/22-033362-001-original/2022|H5N1|PA|2.3.4.4b|B3.1|poultry|Iowa|2022-10-19, 2022.7986301369863, 0.076608, -0.001630
EPI2708339|A/Bald_Eagle/Florida/USDA-007915-002/2022|H5N1|PA|2.3.4.4b||wild-bird|Florida|2022-02-28, 2022.1602739726027, 0.075621, -0.000440
EPI2709640|A/American_Crow/Minnesota/USDA-012668-016/2022|H5N1|PA|2.3.4.4b|B3.1|wild-bird|Minnesota|2022-04-25, 2022.313698630137, 0.076087, -0.000497
EPI2702690|A/Snow_Goose/North_Dakota/USDA-009481-006/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-03-23, 2022.2232876712328, 0.076089, -0.000187
EPI2711128|A/Mallard/Ohio/USDA-009207-003/2022|H5N1|PA|2.3.4.4b||wild-bird|Ohio|2022-03-08, 2022.182191780822, 0.075638, -0.000498
EPI2704856|A/Ross_s_Goose/North_Dakota/USDA-010663-025/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-04-01, 2022.2479452054795, 0.076219, -0.000140
EPI2702951|A/Snow_Goose/Missouri/USDA-006805-001/2022|H5N1|PA|2.3.4.4b|A1|wild-bird|Missouri|2022-02-23, 2022.1465753424657, 0.075622, -0.000392
EPI2259035|A/chicken/Wyoming/22-014917-001-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Wyoming|2022-05-10, 2022.354794520548, 0.075621, -0.001103
EPI2176413|A/snow_goose/Kansas/W22-199D/2022|H5N1|PA|2.3.4.4b||wild-bird|Kansas|2022-03-12, 2022.1931506849314, 0.075620, -0.000553
EPI2298217|A/eared_grebe/North_Dakota/245625/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-06-16, 2022.4561643835616, 0.077020, -0.000049
EPI2711045|A/Hooded_Merganser/Missouri/USDA-007184-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Missouri|2022-02-28, 2022.1602739726027, 0.075620, -0.000441
EPI2710176|A/Backyard_bird/Wisconsin/USDA-009934-002/2022|H5N1|PA|2.3.4.4b|A1|wild-bird|Wisconsin|2022-03-31, 2022.2452054794521, 0.076073, -0.000277
EPI2017195|A/chicken/Nebraska/22-009006-001-original/2022|H5N1|PA|2.3.4.4b|A1|poultry|Nebraska|2022-03-23, 2022.2232876712328, 0.078053, 0.001778
EPI2703474|A/Snow_Goose/Kansas/USDA-007919-003/2022|H5N1|PA|2.3.4.4b|A1|wild-bird|Kansas|2022-03-04, 2022.1712328767123, 0.076555, 0.000457
EPI2703848|A/Snow_Goose/Kansas/USDA-008980-003/2022|H5N1|PA|2.3.4.4b||wild-bird|Kansas|2022-03-12, 2022.1931506849314, 0.077474, 0.001301
EPI2176467|A/snow_goose/Kansas/W22-199A/2022|H5N1|PA|2.3.4.4b||wild-bird|Kansas|2022-03-14, 2022.1986301369864, 0.078393, 0.002202
EPI2067311|A/turkey/Minnesota/22-009997-001-original/2022|H5N1|PA|2.3.4.4b|A1|poultry|Minnesota|2022-04-02, 2022.2506849315068, 0.077043, 0.000674
EPI2704156|A/Ross_s_Goose/Missouri/USDA-012338-012/2022|H5N1|PA|2.3.4.4b|B5.1|wild-bird|Missouri|2022-03-01, 2022.16301369863, 0.076595, 0.000525
EPI2705206|A/Ross_s_Goose/North_Dakota/USDA-010036-002/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-03-25, 2022.2287671232878, 0.075646, -0.000648
EPI2016915|A/turkey/South_Dakota/22-008239-001-original/2022|H5N1|PA|2.3.4.4b||poultry|South_Dakota|2022-03-17, 2022.2068493150684, 0.076099, -0.000120
EPI2702570|A/Snow_Goose/North_Dakota/USDA-009399-003/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-03-29, 2022.2397260273972, 0.076099, -0.000232
EPI2614066|A/snowy_egret/California/23-009161-004-original/2023|H5N1|PA|2.3.4.4b|B4.1|wild-bird|California|2023-03-16, 2023.204109589041, 0.077559, -0.002061
EPI2258995|A/chicken/Washington/22-014744-001-original/2022|H5N1|PA|2.3.4.4b|B4.1|poultry|Washington|2022-05-10, 2022.354794520548, 0.076538, -0.000186
EPI2709184|A/American_Pelican/Montana/USDA-012936-005/2022|H5N1|PA|2.3.4.4b||wild-bird|Montana|2022-04-24, 2022.3109589041096, 0.076075, -0.000499
EPI2263422|A/chicken/Oregon/22-034833-001-original/2022|H5N1|PA|2.3.4.4b|B4.1|poultry|Oregon|2022-10-28, 2022.823287671233, 0.076587, -0.001735
EPI2298225|A/Canada_goose/California/246038/2022|H5N1|PA|2.3.4.4b|B4.1|wild-bird|California|2022-07-05, 2022.5082191780823, 0.077178, -0.000070
EPI2263390|A/chicken/Oregon/22-030743-001-original/2022|H5N1|PA|2.3.4.4b|B4.1|poultry|Oregon|2022-09-28, 2022.7410958904109, 0.078645, 0.000603
EPI2246156|A/chicken/North_Dakota/22-012538-002-original/2022|H5N1|PA|2.3.4.4b|B3.1|poultry|North_Dakota|2022-04-25, 2022.313698630137, 0.076542, -0.000042
EPI2246676|A/chicken/Wisconsin/22-013446-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Wisconsin|2022-04-29, 2022.3246575342466, 0.078531, 0.001910
EPI2259075|A/goose/Idaho/22-014944-001-original/2022|H5N1|PA|2.3.4.4b||poultry|Idaho|2022-05-11, 2022.3575342465754, 0.076540, -0.000193
EPI2703164|A/Snow_Goose/South_Dakota/USDA-008383-004/2022|H5N1|PA|2.3.4.4b||wild-bird|South_Dakota|2022-03-16, 2022.204109589041, 0.075621, -0.000589
EPI2712555|A/Great_Horned_Owl/North_Dakota/USDA-011571-001/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Dakota|2022-04-11, 2022.2753424657535, 0.076091, -0.000362
EPI2710149|A/American_White_Pelican/Missouri/USDA-006970-001/2022|H5N1|PA|2.3.4.4b||wild-bird|Missouri|2022-02-28, 2022.1602739726027, 0.076604, 0.000544
EPI2013937|A/turkey/Missouri/22-006944-002-original/2022|H5N1|PA|2.3.4.4b|A1|poultry|Missouri|2022-03-07, 2022.1794520547944, 0.077557, 0.001431
EPI2703412|A/Snow_Goose/South_Dakota/USDA-009478-020/2022|H5N1|PA|2.3.4.4b|A1|wild-bird|South_Dakota|2022-03-18, 2022.2095890410958, 0.077102, 0.000874
EPI2506881|A/blue-winged_teal/Minnesota/AV22-690/2022|H5N1|PA|2.3.4.4b||wild-bird|Minnesota|2022-09-01, 2022.6671232876713, 0.079439, 0.001650
EPI2260546|A/chicken/Iowa/22-035154-002-original/2022|H5N1|PA|2.3.4.4b|B2.1|poultry|Iowa|2022-11-01, 2022.8342465753424, 0.079023, 0.000663
EPI2712244|A/Blue-winged_Teal/Florida/USDA-002578-009/2022|H5N1|PA|2.3.4.4b||wild-bird|Florida|2022-01-22, 2022.058904109589, 0.077470, 0.001755
EPI2704733|A/Wood_Duck/North_Carolina/USDA-003829-001/2022|H5N1|PA|2.3.4.4b|A1|wild-bird|North_Carolina|2022-01-29, 2022.0780821917808, 0.077038, 0.001258
EPI2712585|A/Green-winged_Teal/North_Carolina/USDA-004007-005/2022|H5N1|PA|2.3.4.4b|A1|wild-bird|North_Carolina|2022-01-31, 2022.0835616438355, 0.077960, 0.002161
EPI2074528|A/turkey/Minnesota/22-010123-004-original/2022|H5N1|PA|2.3.4.4b|A1|poultry|Minnesota|2022-04-04, 2022.2561643835616, 0.076993, 0.000606
EPI2712633|A/Green-winged_Teal/North_Carolina/USDA-003830-004/2022|H5N1|PA|2.3.4.4b||wild-bird|North_Carolina|2022-01-29, 2022.0780821917808, 0.077956, 0.002176
