#name, A, B, C, D, E, F
0/5, 8.994139921764815e-06, 1.3532008624148731e-06, 1.007316377198056e-07, 2.091468774591697e-05, 0.14694950046412247, 0.8530191367757096
0/2, 7.1365519627962275e-06, 8.280089995658053e-07, 8.083348617384329e-08, 2.0024131769407658e-05, 0.05612519846984041, 0.9438467320039416
0/8, 5.105775520145584e-06, 4.3476559455200865e-07, 5.98179032072376e-08, 1.7599521477442217e-05, 0.014078429559037335, 0.9858983705604673
EPI2702819|A/Snow_Goose/North_Dakota/USDA-011578-008/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-04-10, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/8, 4.244773373783347e-06, 3.058261479449713e-07, 5.097625262296225e-08, 1.61713258381115e-05, 0.006223378899483865, 0.9937558481989036
EPI2703018|A/turkey_Vulture/North_Dakota/USDA-013149-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-04-25, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
EPI2702310|A/Snow_Goose/North_Dakota/USDA-009481-010/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-03-23, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/2, 7.858734492129462e-06, 9.624877049798091e-07, 9.035113655034701e-08, 2.0690749283173515e-05, 0.061071925039806615, 0.9388984726375765
EPI2712096|A/Great_Horned_Owl/Minnesota/USDA-013128-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-04-27, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/4, 1.2940008432433118e-05, 2.1031370912502997e-06, 1.4609736542309445e-07, 2.540409012690554e-05, 0.20844924792253255, 0.7915101587444514
0/8, 1.512795846102167e-05, 3.4780334557719286e-06, 1.628490628421442e-07, 2.0926890164980633e-05, 0.5664340432938092, 0.43352626097504626
0/2, 1.7812165830457966e-05, 4.17370411806188e-06, 2.0728086807140423e-07, 2.4057981084574217e-05, 0.5605542163980206, 0.4393995324700781
EPI2711793|A/goose/South_Dakota/USDA-008382-001/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|South_Dakota|2022-03-16, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
EPI2179730|A/pheasant/South_Dakota/22-011098-001-original/2022|H5N1|PB1|2.3.4.4b||wild-bird|South_Dakota|2022-04-12, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/9, 2.375490289269365e-05, 8.9317000835803e-06, 2.9128639425478984e-07, 2.217198932363775e-05, 0.8656693857927231, 0.13427546432858276
EPI2179274|A/turkey/Minnesota/22-010654-001-original/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-04-04, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
73.6/87, 4.5574438941123275e-06, 2.280917292043726e-06, 5.097997773265728e-08, 2.929687011762243e-06, 0.9804648304320134, 0.019525350539810936
EPI2029348|A/turkey/Minnesota/22-009182-003-original/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-03-25, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
EPI2706414|A/turkey/Minnesota/USDA-009182-004/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-03-25, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
0/7, 9.576248130173171e-06, 1.4785266522684597e-06, 1.071400891380296e-07, 2.1486074888719707e-05, 0.15221577873735204, 0.8477515732728877
0/18, 6.4081043317158845e-06, 6.655346942460664e-07, 7.63237473512103e-08, 1.9022647131641576e-05, 0.026035499245199947, 0.9739383281448951
EPI2709131|A/American_Crow/North_Dakota/USDA-013140-003/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-04-21, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
EPI2705140|A/Wood_Duck/Minnesota/USDA-012022-002/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-14, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/3, 1.0129468078738151e-05, 1.807000698822384e-06, 1.1057957224091454e-07, 2.0319920176107477e-05, 0.2690177923980037, 0.7309498406334705
0/6, 1.8312222613317395e-05, 3.40742843836251e-06, 2.1303828799977172e-07, 3.018698822071846e-05, 0.36695145818533503, 0.6329964221371045
EPI2179634|A/turkey/Wisconsin/22-010935-002-original/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Wisconsin|2022-04-10, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
0/24, 1.0091760028089298e-05, 1.2775502171271083e-06, 1.1673314716429225e-07, 2.4462112309388634e-05, 0.06683267863138824, 0.93313137321291
EPI2713039|A/Great_Horned_Owl/Minnesota/USDA-011871-012/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-04-15, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
84.9/51, 5.51591015413785e-06, 4.814061847224731e-07, 6.362888644621087e-08, 3.096553028696275e-05, 0.01683743150777257, 0.9831255420167152
EPI2708188|A/Bald_Eagle/Minnesota/USDA-012668-010/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-25, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/14, 7.825430156335397e-06, 5.354575528767146e-07, 9.713190353373054e-08, 0.00046149126894638455, 0.009699090357668241, 0.9898309603537727
EPI2712780|A/Great_Horned_Owl/Minnesota/USDA-011871-011/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-04-15, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/19, 8.269781568564136e-05, 7.768846283974418e-06, 2.159007404215509e-06, 0.016073355296400783, 0.015075634868654715, 0.9687583841655706
EPI2053911|A/fox/Minnesota/22-014660-002-original/2022|H5N1|PB1|2.3.4.4b|B2.1|mammal|Minnesota|2022-05-10, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
EPI2707455|A/Bald_Eagle/Minnesota/USDA-011229-001/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-06, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/4, 1.0912399416827586e-05, 2.0255440833565414e-06, 1.2050501337141505e-07, 2.0779962242415958e-05, 0.31153987003686734, 0.6884262915523768
0/5, 1.072199121732064e-05, 1.7956864288808051e-06, 1.17342001657062e-07, 2.2008725335801014e-05, 0.20847607504257537, 0.791489281212441
0/5, 1.878509988305482e-05, 3.3327042388745566e-06, 2.224489431129823e-07, 3.185403771983957e-05, 0.29960847197217944, 0.7003373337370358
EPI2711029|A/Lesser_Snow_Goose_White/Iowa/USDA-007679-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Iowa|2022-03-14, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
EPI2074642|A/turkey/South_Dakota/22-010137-002-original/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|South_Dakota|2022-04-04, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
0/10, 9.688796904972405e-06, 1.1070852862638918e-06, 1.1666024272374548e-07, 2.682320900608417e-05, 0.04272523975596159, 0.9572370244925984
EPI2702883|A/Snow_Goose/South_Dakota/USDA-009478-009/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|South_Dakota|2022-03-18, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
EPI2702520|A/Snow_Goose/North_Dakota/USDA-011033-005/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-05, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000037, 1.599624547778418e-05, 3.329593850011979e-06, 1.8397990237935808e-07, 2.468543243951979e-05, 0.5025899917021448, 0.49736581304618543
EPI2246718|A/turkey/South_Dakota/22-013454-001-original/2022|H5N1|PB1|2.3.4.4b||poultry|South_Dakota|2022-04-30, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000038, 1.3363602170640565e-05, 2.676796275580697e-06, 1.495163516740044e-07, 2.2541101258322954e-05, 0.32716454715963794, 0.6727967218243059
EPI2702222|A/Snow_Goose/North_Dakota/USDA-009483-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-03-22, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000039, 1.7437870769217066e-05, 3.4309164232570893e-06, 2.0051353039600948e-07, 2.7587368484273753e-05, 0.43641699943746914, 0.5635343438933238
EPI2712813|A/goose/Missouri/USDA-012338-014/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Missouri|2022-03-01, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000040, 1.1463117002049432e-05, 1.7752020007186935e-06, 1.305169424567376e-07, 2.3925721540585413e-05, 0.15272507503094082, 0.8472376304115733
EPI2710812|A/Lesser_Snow_Goose_White/Iowa/USDA-007679-003/2022|H5N1|PB1|2.3.4.4b||wild-bird|Iowa|2022-03-14, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000041, 1.0620639255831014e-05, 1.6205048760597396e-06, 1.1993558115538143e-07, 2.2871427188307137e-05, 0.14277452006234334, 0.8571902474307553
EPI2703688|A/Red-tailed_Hawk/Kansas/USDA-008980-002/2022|H5N1|PB1|2.3.4.4b||wild-bird|Kansas|2022-03-14, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000042, 1.8039851736691628e-05, 3.29784927676323e-06, 2.086792536100988e-07, 3.000920116266112e-05, 0.3653163643953994, 0.6346320800231708
EPI2259173|A/chicken/North_Dakota/22-015199-002-original/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|North_Dakota|2022-05-15, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000043, 1.163203650369498e-05, 2.0187591559765818e-06, 1.2853640115252142e-07, 2.252039018849378e-05, 0.21699646934630498, 0.7829672309314458
EPI2702406|A/Snow_Goose/North_Dakota/USDA-011035-005/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|North_Dakota|2022-04-04, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000044, 1.8814687559562832e-05, 3.3579883453103747e-06, 2.2222710443143494e-07, 3.1694524257333744e-05, 0.30582013789282125, 0.6941257726799122
EPI2711826|A/goose/South_Dakota/USDA-007946-003/2022|H5N1|PB1|2.3.4.4b||poultry|South_Dakota|2022-03-09, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
EPI2704323|A/Ross_s_Goose/Minnesota/USDA-011226-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-04-05, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/5, 1.0669875397202678e-05, 1.87758471534338e-06, 1.1902575167121299e-07, 2.13157786005041e-05, 0.2580159899601534, 0.7419500277753819
0/1, 1.1542657975725549e-05, 2.018284346926396e-06, 1.2975581172537696e-07, 2.2662690476461266e-05, 0.23310638249115284, 0.7668572641202362
0/2, 7.882936929391576e-06, 9.073977117478028e-07, 9.202606119308861e-08, 2.1159176738269112e-05, 0.04299450805342711, 0.9569754504091322
EPI2702761|A/Snow_Goose/North_Dakota/USDA-010663-006/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-04-01, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
74.5/65, 4.740951938163978e-06, 3.8294132111625505e-07, 5.639164550055936e-08, 1.6841496156204968e-05, 0.01037068356362632, 0.9896072946553126
EPI2711089|A/Hooded_Merganser/Minnesota/USDA-012024-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-04-12, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
EPI2703739|A/Red-tailed_Hawk/Minnesota/USDA-012668-006/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-04-25, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/2, 1.2790742388392529e-05, 2.6877260176620295e-06, 1.3873273935269066e-07, 2.0592138755138952e-05, 0.44824742146408536, 0.5517163691960141
0/7, 2.097415698059863e-05, 4.636941704946763e-06, 2.461412578613698e-07, 3.098957368633059e-05, 0.4302270745733316, 0.5697160786130386
EPI2702629|A/Snow_Goose/North_Dakota/USDA-009399-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-03-29, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
94.7/95, 1.1110661480135444e-05, 4.257473838295788e-06, 1.3357092993088956e-07, 9.173177589616322e-06, 0.9425120536721823, 0.05746327144397978
EPI2179714|A/turkey/Minnesota/22-010995-001-original/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-04-09, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
EPI2243670|A/turkey/Minnesota/22-011794-001-original/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-04-16, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
93.1/68, 1.272796419559061e-05, 3.227374394224876e-06, 1.385375833466885e-07, 1.6652940934711967e-05, 0.6849624829114089, 0.3150047702714833
0/25, 8.994038897401329e-06, 3.7652357266837633e-06, 1.0710921828202567e-07, 7.1427141221536395e-06, 0.9474358687731466, 0.0525441221288891
EPI2243409|A/chicken/Idaho/22-011347-002-original/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Idaho|2022-04-14, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
EPI2711864|A/goose/Wyoming/USDA-011671-001/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Wyoming|2022-04-13, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
0/29, 2.1372318938064023e-05, 5.619686541967065e-06, 2.533057888993316e-07, 2.629562691977015e-05, 0.6138230824291772, 0.3861233766326342
EPI2711911|A/goose/Wyoming/USDA-010373-001/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Wyoming|2022-03-31, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
EPI2705657|A/Vulture/Montana/USDA-012936-010/2022|H5N1|PB1|2.3.4.4b||wild-bird|Montana|2022-04-24, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/0, 1.1745860840479952e-05, 2.5319343019508873e-06, 1.299275151320075e-07, 1.933363431931516e-05, 0.4507643305502501, 0.5492019280927729
0/1, 1.1060003908533246e-05, 2.8420453668917864e-06, 1.2087038694648475e-07, 1.5268194954777328e-05, 0.6480973166805831, 0.3518733922047998
0/8, 1.7257433653416305e-05, 4.3360005691170866e-06, 2.0307203054689258e-07, 2.2018404398693733e-05, 0.6200825002803338, 0.3798736848090145
EPI2712403|A/goose/South_Dakota/USDA-008571-002/2022|H5N1|PB1|2.3.4.4b||poultry|South_Dakota|2022-03-14, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
EPI2702956|A/Snow_Goose/Missouri/USDA-011404-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Missouri|2022-03-08, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/6, 9.777184627239163e-06, 2.9675858981749513e-06, 1.0955135975707616e-07, 1.1310399779617578e-05, 0.8174218985625853, 0.18255393671574976
EPI2074538|A/turkey/Minnesota/22-010124-001-original/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-04-04, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
0/7, 1.6624445084572878e-05, 4.684012910054791e-06, 1.9325514409256547e-07, 1.82870245393871e-05, 0.7288016245782856, 0.2711585866840364
EPI2712350|A/Great_Horned_Owl/Minnesota/USDA-012414-001/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-13, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
88/64, 6.191534290557145e-06, 2.680770454749296e-06, 7.210349602816345e-08, 4.623576212290336e-06, 0.9640433030470104, 0.03594312896853592
EPI2712837|A/goose/Missouri/USDA-012338-010/2022|H5N1|PB1|2.3.4.4b||poultry|Missouri|2022-03-18, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
EPI2712861|A/goose/Missouri/USDA-012338-008/2022|H5N1|PB1|2.3.4.4b||poultry|Missouri|2022-03-18, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
0/1, 1.4813466177296476e-05, 3.15818383309492e-06, 1.6681336726625656e-07, 2.300082496575879e-05, 0.4414856350189658, 0.5584732256926909
0/5, 1.2338425182458983e-05, 3.410913690602673e-06, 1.3702654421317248e-07, 1.47297398542349e-05, 0.7645859283578244, 0.23538345553690423
EPI2067432|A/turkey/Minnesota/22-010092-002-original/2022|H5N1|PB1|2.3.4.4b||poultry|Minnesota|2022-04-03, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
0/7, 1.933091022196915e-05, 5.2893239068198606e-06, 2.2863678922583914e-07, 2.278879377959938e-05, 0.7332738946166676, 0.2666784677186348
EPI2246110|A/duck/Wisconsin/22-012376-002-original/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Wisconsin|2022-04-21, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
EPI2704383|A/Red-tailed_Hawk/Iowa/USDA-011298-001/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|Iowa|2022-04-13, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/2, 1.1170563616054698e-05, 1.5109564052395487e-06, 1.2991779991912643e-07, 2.510206317001027e-05, 0.0890492705366932, 0.9109128159623155
EPI2712120|A/Great_Horned_Owl/Minnesota/USDA-012931-007/2022|H5N1|PB1|2.3.4.4b|B2.1|wild-bird|Minnesota|2022-04-22, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/16, 6.562593284519199e-06, 6.421146710979038e-07, 7.097439228098818e-08, 2.013356532188625e-05, 0.03465497798024118, 0.9653176127720889
76.5/48, 1.6662197878326887e-05, 1.821120450038153e-06, 2.0487854014034583e-07, 5.026220512021111e-05, 0.03569994232962079, 0.9642311072683905
EPI2712852|A/Great_Horned_Owl/Minnesota/USDA-011871-006/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-04-15, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
98.7/100, 6.085077921351263e-05, 1.0526686801530763e-05, 8.013592968353275e-07, 0.00011654548283657617, 0.2046598839183421, 0.7951513917735095
EPI2506882|A/blue-winged_teal/Minnesota/AV22-690/2022|H5N1|PB1|2.3.4.4b||wild-bird|Minnesota|2022-09-01, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
EPI2260548|A/chicken/Iowa/22-035154-002-original/2022|H5N1|PB1|2.3.4.4b|B2.1|poultry|Iowa|2022-11-01, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
86.9/23, 5.1828729777561705e-06, 4.241957640106669e-07, 5.867431263570636e-08, 1.822176777801961e-05, 0.014984359447123135, 0.9849917530420444
0/21, 6.068211286030311e-06, 4.7154428525330624e-07, 7.198578151121687e-08, 2.2301654824640125e-05, 0.011219940405300999, 0.9887511461985217
EPI2188329|A/bald_eagle/North_Carolina/W22-140/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Carolina|2022-02-22, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
85.4/43, 5.116718891763542e-06, 4.318549326976771e-07, 5.942757017121674e-08, 1.7712918522275423e-05, 0.014418281665984132, 0.9855583974140989
EPI2176414|A/snow_goose/Kansas/W22-199D/2022|H5N1|PB1|2.3.4.4b||wild-bird|Kansas|2022-03-12, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/48, 7.18572216432987e-06, 7.814502684236252e-07, 7.807627800181565e-08, 2.0377975241995753e-05, 0.04955345439506593, 0.9504181223809814
0/6, 2.3282257219697715e-05, 3.592765336538649e-06, 2.8537498826664916e-07, 4.5581020848518e-05, 0.12443761341700381, 0.8754896451646031
EPI2703173|A/Snow_Goose/South_Dakota/USDA-008383-004/2022|H5N1|PB1|2.3.4.4b||wild-bird|South_Dakota|2022-03-16, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
EPI2263929|A/chicken/Iowa/22-033362-001-original/2022|H5N1|PB1|2.3.4.4b|B3.1|poultry|Iowa|2022-10-19, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
0/1, 6.71219893880541e-06, 7.515670343231817e-07, 7.481575849155672e-08, 1.9503986776335925e-05, 0.056676433227908204, 0.9432965242035839
0/0, 7.591206634099611e-06, 8.629037061713092e-07, 8.295006266086417e-08, 2.084543026535411e-05, 0.05732869929964307, 0.9426419182096887
0/17, 2.102457391762321e-05, 3.271709008476866e-06, 2.5389820718688784e-07, 3.9604601583063755e-05, 0.1572264598757054, 0.8427093853415782
EPI2709656|A/American_Crow/Minnesota/USDA-012668-016/2022|H5N1|PB1|2.3.4.4b|B3.1|wild-bird|Minnesota|2022-04-25, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
EPI2259077|A/goose/Idaho/22-014944-001-original/2022|H5N1|PB1|2.3.4.4b||poultry|Idaho|2022-05-11, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
76/72, 6.703108242572657e-06, 5.824755826674631e-07, 8.081408069508054e-08, 2.3093196606298594e-05, 0.015756184360401992, 0.9842133560450859
EPI2702784|A/Snow_Goose/North_Dakota/USDA-011033-003/2022|H5N1|PB1|2.3.4.4b|B3.1|wild-bird|North_Dakota|2022-04-05, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
EPI2702701|A/Snow_Goose/North_Dakota/USDA-009481-006/2022|H5N1|PB1|2.3.4.4b||wild-bird|North_Dakota|2022-03-23, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/1, 1.0400345652068723e-05, 1.4000966346482807e-06, 1.1695752692591684e-07, 2.579184658371072e-05, 0.09994802654384648, 0.9000142642097562
0/3, 5.846694744209376e-06, 5.538914879835445e-07, 6.79181851665089e-08, 1.8621345001014238e-05, 0.02123852530859859, 0.9787363848419831
EPI2709651|A/Backyard_bird/Nebraska/USDA-009190-001/2022|H5N1|PB1|2.3.4.4b||wild-bird|Nebraska|2022-03-24, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0/14, 4.368890523738087e-06, 3.2493790906789036e-07, 5.2318184029131175e-08, 1.6341002913055395e-05, 0.00725032163272093, 0.9927285912177493
